candidate,dataset_period,t_entry,side,mae,mfe,pnl_pts
PREFADE-F,NAS100_TRAIN,2005-05-16 11:41:00+00:00,-1,2.5,3.0,0.7960526218539599
PREFADE-F,NAS100_TRAIN,2005-05-18 12:36:00+00:00,-1,2.0,2.5,2.0242564138998205
PREFADE-F,NAS100_TRAIN,2005-05-19 12:39:00+00:00,-1,2.0,1.0,0.8368474165358748
PREFADE-F,NAS100_TRAIN,2005-05-23 12:01:00+00:00,-1,1.5,2.5,2.1264775176421153
PREFADE-F,NAS100_TRAIN,2005-05-24 11:40:00+00:00,1,0.0,3.0,2.5720858908869104
PREFADE-F,NAS100_TRAIN,2005-05-27 12:52:00+00:00,-1,1.5,1.5,1.0112612623352106
PREFADE-F,NAS100_TRAIN,2005-06-03 12:06:00+00:00,1,0.0,1.5,1.5
PREFADE-F,NAS100_TRAIN,2005-06-06 12:17:00+00:00,1,2.5,0.0,-2.5
PREFADE-F,NAS100_TRAIN,2005-06-09 12:10:00+00:00,-1,0.0,3.0,3.0
PREFADE-F,NAS100_TRAIN,2005-06-14 12:32:00+00:00,-1,2.0,2.0,1.7111111272465678
PREFADE-F,NAS100_TRAIN,2005-06-23 12:44:00+00:00,1,0.5,1.0,0.9414965814473817
PREFADE-F,NAS100_TRAIN,2005-06-29 12:43:00+00:00,-1,1.0,3.5,3.4438514896446577
PREFADE-F,NAS100_TRAIN,2005-06-30 12:56:00+00:00,-1,1.5,2.5,2.0669224394555386
PREFADE-F,NAS100_TRAIN,2005-07-06 12:44:00+00:00,1,2.5,0.5,-2.0561230802798036
PREFADE-F,NAS100_TRAIN,2005-07-13 11:40:00+00:00,-1,2.5,0.5,-1.9342999458640406
PREFADE-F,NAS100_TRAIN,2005-07-13 12:19:00+00:00,-1,1.0,1.8999999999998636,1.331506836468634
PREFADE-F,NAS100_TRAIN,2005-07-15 13:27:00+00:00,-1,1.0,2.5,2.5
PREFADE-F,NAS100_TRAIN,2005-07-19 12:11:00+00:00,-1,1.5,1.0,1.0
PREFADE-F,NAS100_TRAIN,2005-07-21 12:41:00+00:00,1,0.0,6.5,6.5
PREFADE-F,NAS100_TRAIN,2005-07-22 12:49:00+00:00,-1,5.0,0.5,-4.418835312240844
PREFADE-F,NAS100_TRAIN,2005-07-27 12:51:00+00:00,-1,0.5,2.5,2.052777756524847
PREFADE-F,NAS100_TRAIN,2005-07-28 12:06:00+00:00,-1,2.5,0.40000000000009095,-2.5
PREFADE-F,NAS100_TRAIN,2005-07-28 12:35:00+00:00,-1,0.0,3.400000000000091,3.1651264908291523
PREFADE-F,NAS100_TRAIN,2005-07-29 12:32:00+00:00,1,0.5,1.5,1.4264475436277735
PREFADE-F,NAS100_TRAIN,2005-07-29 13:28:00+00:00,1,2.5,2.0,1.582416178967378
PREFADE-F,NAS100_TRAIN,2005-08-02 11:41:00+00:00,-1,1.0,1.0,0.9821596451208734
PREFADE-F,NAS100_TRAIN,2005-08-02 12:50:00+00:00,-1,0.5,2.5,1.2019607989498127
PREFADE-F,NAS100_TRAIN,2005-08-03 12:55:00+00:00,1,1.0,1.5,1.246802323432803
PREFADE-F,NAS100_TRAIN,2005-08-05 12:31:00+00:00,-1,1.0,0.0,-0.0
PREFADE-F,NAS100_TRAIN,2005-08-05 12:33:00+00:00,1,0.0,1.5,1.063568781476988
PREFADE-F,NAS100_TRAIN,2005-08-05 12:44:00+00:00,1,3.5,2.5,1.8769476393631521
PREFADE-F,NAS100_TRAIN,2005-08-09 12:47:00+00:00,-1,5.0,2.0,-4.533421821223328
PREFADE-F,NAS100_TRAIN,2005-08-11 12:23:00+00:00,1,3.0,1.5,1.2242641249249573
PREFADE-F,NAS100_TRAIN,2005-08-12 12:24:00+00:00,1,3.0,0.5,-2.637429288432486
PREFADE-F,NAS100_TRAIN,2005-08-26 11:33:00+00:00,-1,0.0,2.0,2.0
PREFADE-F,NAS100_TRAIN,2005-08-26 12:41:00+00:00,1,3.0,0.0,-2.636284984566146
PREFADE-F,NAS100_TRAIN,2005-08-30 12:51:00+00:00,1,4.5,1.0,-3.9687350862416224
PREFADE-F,NAS100_TRAIN,2005-09-07 11:39:00+00:00,1,2.5,0.5,-2.072250848697422
PREFADE-F,NAS100_TRAIN,2005-09-08 11:42:00+00:00,1,2.0,1.5,1.0362214243371
PREFADE-F,NAS100_TRAIN,2005-09-15 12:31:00+00:00,1,0.5,1.0,0.2728937589204179
PREFADE-F,NAS100_TRAIN,2005-09-21 12:30:00+00:00,1,0.0,4.0,3.954256842198447
PREFADE-F,NAS100_TRAIN,2005-09-22 12:03:00+00:00,1,0.5,2.5,2.17348993488622
PREFADE-F,NAS100_TRAIN,2005-09-23 11:44:00+00:00,-1,0.5,2.3999999999998636,2.128629015530123
PREFADE-F,NAS100_TRAIN,2005-10-03 11:38:00+00:00,-1,0.0,2.0,1.5521052285243968
PREFADE-F,NAS100_TRAIN,2005-10-07 12:31:00+00:00,-1,0.0,1.5,-0.0
PREFADE-F,NAS100_TRAIN,2005-10-07 13:01:00+00:00,-1,3.5,0.5,-3.4008706638546755
PREFADE-F,NAS100_TRAIN,2005-10-10 12:35:00+00:00,-1,0.5,2.5,2.5
PREFADE-F,NAS100_TRAIN,2005-10-12 13:25:00+00:00,-1,3.5,2.0,-3.325240902301175
PREFADE-F,NAS100_TRAIN,2005-10-14 11:42:00+00:00,-1,2.900000000000091,0.5,-2.7594757122265037
PREFADE-F,NAS100_TRAIN,2005-10-18 13:05:00+00:00,1,1.5,3.5,3.5
PREFADE-F,NAS100_TRAIN,2005-10-24 11:32:00+00:00,-1,1.0,2.0,1.8324431294856822
PREFADE-F,NAS100_TRAIN,2005-10-26 12:02:00+00:00,1,4.0,0.5,-3.547758939676214
PREFADE-F,NAS100_TRAIN,2005-10-28 12:27:00+00:00,-1,3.5,2.5,2.0221609752259155
PREFADE-F,NAS100_TRAIN,2005-10-31 12:36:00+00:00,-1,1.0,3.8999999999998636,2.5
PREFADE-F,NAS100_TRAIN,2005-11-01 13:31:00+00:00,-1,0.0,2.5,2.5
PREFADE-F,NAS100_TRAIN,2005-11-04 14:09:00+00:00,-1,1.0,1.900000000000091,1.7809759717426914
PREFADE-F,NAS100_TRAIN,2005-11-07 13:35:00+00:00,-1,3.5,1.5,1.3748622703158162
PREFADE-F,NAS100_TRAIN,2005-11-08 14:04:00+00:00,1,0.0,3.0,2.7773946715497004
PREFADE-F,NAS100_TRAIN,2005-11-09 13:00:00+00:00,1,0.0,1.0,1.0
PREFADE-F,NAS100_TRAIN,2005-11-09 14:21:00+00:00,1,0.5,2.0,1.9191616483792586
PREFADE-F,NAS100_TRAIN,2005-11-10 12:35:00+00:00,-1,0.0,1.0,0.8489096200355561
PREFADE-F,NAS100_TRAIN,2005-11-10 13:03:00+00:00,1,1.5,0.0,-1.5
PREFADE-F,NAS100_TRAIN,2005-11-10 13:37:00+00:00,1,0.5,2.5,1.1252159153241337
PREFADE-F,NAS100_TRAIN,2005-11-10 14:10:00+00:00,-1,1.0,2.5,2.2339285526957156
PREFADE-F,NAS100_TRAIN,2005-11-18 12:56:00+00:00,-1,4.0,0.0,-2.434967941202558
PREFADE-F,NAS100_TRAIN,2005-11-24 13:14:00+00:00,1,2.0,0.5,-2.0
PREFADE-F,NAS100_TRAIN,2005-11-25 14:13:00+00:00,-1,2.8999999999998636,0.5,-2.676983452518698
PREFADE-F,NAS100_TRAIN,2005-11-29 12:45:00+00:00,-1,3.0,0.0,-2.0643211818705822
PREFADE-F,NAS100_TRAIN,2005-11-29 13:33:00+00:00,-1,1.0,2.5,1.7987179393951465
PREFADE-F,NAS100_TRAIN,2005-12-02 12:36:00+00:00,-1,0.0,1.5,1.447286880016236
PREFADE-F,NAS100_TRAIN,2005-12-02 13:31:00+00:00,-1,2.0,0.5,0.5
PREFADE-F,NAS100_TRAIN,2005-12-02 14:18:00+00:00,1,1.5,3.0,1.8428250794988799
PREFADE-F,NAS100_TRAIN,2005-12-06 13:58:00+00:00,-1,4.0,1.0,0.43828571694234597
PREFADE-F,NAS100_TRAIN,2005-12-07 13:11:00+00:00,1,0.0,2.0,1.7155555287997686
PREFADE-F,NAS100_TRAIN,2005-12-13 12:32:00+00:00,-1,1.0,1.0,0.5
PREFADE-F,NAS100_TRAIN,2005-12-13 13:58:00+00:00,1,3.0,1.5,-2.0737981208972087
PREFADE-F,NAS100_TRAIN,2005-12-20 13:36:00+00:00,-1,0.5,2.5,2.4790509858064524
PREFADE-F,NAS100_TRAIN,2005-12-22 13:58:00+00:00,-1,3.0,1.5,-2.417387194939465
PREFADE-F,NAS100_TRAIN,2005-12-23 13:00:00+00:00,1,0.5,1.5,1.307925451051915
PREFADE-F,NAS100_TRAIN,2005-12-23 14:21:00+00:00,-1,2.0,2.0,1.6083932626161186
PREFADE-F,NAS100_TRAIN,2006-01-04 13:15:00+00:00,-1,4.0,0.5,-3.248131466132918
PREFADE-F,NAS100_TRAIN,2006-01-04 14:00:00+00:00,-1,7.0,2.0,-5.5
PREFADE-F,NAS100_TRAIN,2006-01-05 12:31:00+00:00,-1,0.0,2.8999999999998636,2.8999999999998636
PREFADE-F,NAS100_TRAIN,2006-01-06 12:59:00+00:00,-1,1.0,4.900000000000091,2.1423280235321727
PREFADE-F,NAS100_TRAIN,2006-01-06 13:59:00+00:00,-1,1.5,6.0,4.657515613772603
PREFADE-F,NAS100_TRAIN,2006-01-12 13:14:00+00:00,1,1.0,1.5,1.4995049710321382
PREFADE-F,NAS100_TRAIN,2006-01-19 13:18:00+00:00,-1,3.0,1.5,1.4268801417065333
PREFADE-F,NAS100_TRAIN,2006-01-30 13:36:00+00:00,1,0.0,2.0,1.5
PREFADE-F,NAS100_TRAIN,2006-01-31 13:52:00+00:00,1,1.0,1.5,1.2485171655741851
PREFADE-F,NAS100_TRAIN,2006-02-01 13:06:00+00:00,-1,4.5,1.5,-4.220121322426166
PREFADE-F,NAS100_TRAIN,2006-02-03 13:55:00+00:00,1,9.399999999999864,1.5,-7.285527553105567
PREFADE-F,NAS100_TRAIN,2006-02-03 14:18:00+00:00,1,7.0,4.0,2.6688522525741973
PREFADE-F,NAS100_TRAIN,2006-02-09 12:54:00+00:00,-1,3.0,1.0,0.9501118298346682
PREFADE-F,NAS100_TRAIN,2006-02-16 13:03:00+00:00,-1,2.5,1.5,1.0
PREFADE-F,NAS100_TRAIN,2006-02-17 14:21:00+00:00,1,3.0,0.5,-2.6196171524986767
PREFADE-F,NAS100_TRAIN,2006-02-22 13:52:00+00:00,-1,0.0,3.0,2.851162806539378
PREFADE-F,NAS100_TRAIN,2006-02-24 13:33:00+00:00,1,0.5,3.0,2.7782359893378725
PREFADE-F,NAS100_TRAIN,2006-02-27 13:04:00+00:00,1,0.5,1.5,1.3242152795662605
PREFADE-F,NAS100_TRAIN,2006-03-02 12:33:00+00:00,1,3.5,2.0,-2.8033070532669626
PREFADE-F,NAS100_TRAIN,2006-03-03 13:56:00+00:00,1,11.5,0.0,-4.862991514621399
PREFADE-F,NAS100_TRAIN,2006-03-10 13:33:00+00:00,1,0.0,1.0,0.0
PREFADE-F,NAS100_TRAIN,2006-03-10 14:12:00+00:00,-1,0.5,5.0,3.6104492860154096
PREFADE-F,NAS100_TRAIN,2006-03-13 14:30:00+00:00,-1,6.0,0.5,-5.340074925742101
PREFADE-F,NAS100_TRAIN,2006-03-15 13:24:00+00:00,-1,3.0,0.5,-2.323942731547959
PREFADE-F,NAS100_TRAIN,2006-03-16 13:09:00+00:00,-1,3.0,1.0,-2.5
PREFADE-F,NAS100_TRAIN,2006-03-17 13:58:00+00:00,1,1.0,3.3999999999998636,2.642577005968633
PREFADE-F,NAS100_TRAIN,2006-03-21 14:22:00+00:00,-1,2.3999999999998636,3.5,1.78604650016905
PREFADE-F,NAS100_TRAIN,2006-03-24 12:44:00+00:00,-1,1.0,1.900000000000091,1.7777777799853993
PREFADE-F,NAS100_TRAIN,2006-03-30 12:40:00+00:00,-1,4.0,1.5,-3.333686878733488
PREFADE-F,NAS100_TRAIN,2006-04-04 11:53:00+00:00,-1,1.2000000000000455,0.0,-0.9040099665560319
PREFADE-F,NAS100_TRAIN,2006-04-05 13:23:00+00:00,-1,5.900000000000091,2.0,-4.2072472709876365
PREFADE-F,NAS100_TRAIN,2006-04-06 13:02:00+00:00,-1,0.2999999999999545,1.2000000000000455,0.8711500908200378
PREFADE-F,NAS100_TRAIN,2006-04-07 12:25:00+00:00,-1,4.7000000000000455,1.5,-2.0197683271633196
PREFADE-F,NAS100_TRAIN,2006-04-13 13:13:00+00:00,1,1.2999999999999545,2.2000000000000455,1.8393939406184927
PREFADE-F,NAS100_TRAIN,2006-04-17 11:53:00+00:00,1,0.0,3.0,2.76916996179375
PREFADE-F,NAS100_TRAIN,2006-04-19 11:44:00+00:00,-1,2.5,1.7000000000000455,1.2176172375225178
PREFADE-F,NAS100_TRAIN,2006-04-21 12:15:00+00:00,-1,0.7000000000000455,1.5,1.0304394289612446
PREFADE-F,NAS100_TRAIN,2006-04-24 12:14:00+00:00,-1,0.20000000000004547,2.5,2.422406626440079
PREFADE-F,NAS100_TRAIN,2006-04-28 12:11:00+00:00,1,1.2000000000000455,1.5,1.3917829530184918
PREFADE-F,NAS100_TRAIN,2006-04-28 13:15:00+00:00,-1,0.0,1.7000000000000455,1.588612832267927
PREFADE-F,NAS100_TRAIN,2006-05-01 12:26:00+00:00,1,1.7000000000000455,0.2999999999999545,-1.652146753606985
PREFADE-F,NAS100_TRAIN,2006-05-03 11:51:00+00:00,-1,1.699999999999818,1.7000000000000455,1.5612565446690496
PREFADE-F,NAS100_TRAIN,2006-05-08 12:42:00+00:00,1,0.20000000000004547,2.0,1.2769633516591057
PREFADE-F,NAS100_TRAIN,2006-05-16 12:47:00+00:00,-1,3.7999999999999545,2.400000000000091,1.1533952625050006
PREFADE-F,NAS100_TRAIN,2006-05-25 11:43:00+00:00,-1,5.5,0.20000000000004547,-5.3989671067597556
PREFADE-F,NAS100_TRAIN,2006-06-02 11:36:00+00:00,-1,10.799999999999955,0.0,-5.262164650589511
PREFADE-F,NAS100_TRAIN,2006-06-06 13:12:00+00:00,1,1.5,2.7999999999999545,1.9206451385252876
PREFADE-F,NAS100_TRAIN,2006-06-13 11:44:00+00:00,1,0.7999999999999545,4.2000000000000455,3.8676596053103367
PREFADE-F,NAS100_TRAIN,2006-06-13 13:30:00+00:00,-1,0.0,5.2000000000000455,5.1099326364922035
PREFADE-F,NAS100_TRAIN,2006-06-20 11:53:00+00:00,1,0.900000000000091,3.2999999999999545,2.7999999999999545
PREFADE-F,NAS100_TRAIN,2006-06-21 11:31:00+00:00,1,0.0,2.8999999999998636,2.7993569352618124
PREFADE-F,NAS100_TRAIN,2006-06-23 13:24:00+00:00,1,4.899999999999864,1.5,-4.4130798436563055
PREFADE-F,NAS100_TRAIN,2006-06-27 11:34:00+00:00,1,0.0,3.2000000000000455,3.0
PREFADE-F,NAS100_TRAIN,2006-06-27 13:07:00+00:00,-1,2.7999999999999545,1.900000000000091,1.0702727735788358
PREFADE-F,NAS100_TRAIN,2006-07-05 11:55:00+00:00,1,3.7000000000000455,0.5,-3.578710953086329
PREFADE-F,NAS100_TRAIN,2006-07-06 12:27:00+00:00,-1,1.0,2.2000000000000455,1.9396283141143158
PREFADE-F,NAS100_TRAIN,2006-07-12 12:30:00+00:00,1,2.3999999999998636,2.5,1.3033375066870576
PREFADE-F,NAS100_TRAIN,2006-07-19 12:14:00+00:00,-1,3.7000000000000455,0.7999999999999545,-3.343985774414932
PREFADE-F,NAS100_TRAIN,2006-07-20 13:07:00+00:00,-1,2.7999999999999545,2.5,1.7583277266330697
PREFADE-F,NAS100_TRAIN,2006-07-25 12:43:00+00:00,1,3.7000000000000455,1.0,-3.4077245416740425
PREFADE-F,NAS100_TRAIN,2006-07-28 11:42:00+00:00,1,0.20000000000004547,2.5,2.185355635367614
PREFADE-F,NAS100_TRAIN,2006-07-31 12:04:00+00:00,-1,0.2999999999999545,1.2000000000000455,1.0412541364285062
PREFADE-F,NAS100_TRAIN,2006-08-01 12:34:00+00:00,1,2.7000000000000455,0.0,-2.6166989698763246
PREFADE-F,NAS100_TRAIN,2006-08-01 12:58:00+00:00,1,5.7000000000000455,0.0,-5.580585938818103
PREFADE-F,NAS100_TRAIN,2006-08-08 12:44:00+00:00,1,0.1999999999998181,3.2000000000000455,3.0
PREFADE-F,NAS100_TRAIN,2006-08-11 12:31:00+00:00,1,2.7000000000000455,2.0,-2.694589324675917
PREFADE-F,NAS100_TRAIN,2006-08-15 12:28:00+00:00,-1,9.700000000000045,1.199999999999818,-4.105487665683313
PREFADE-F,NAS100_TRAIN,2006-08-16 12:42:00+00:00,-1,2.0,6.2000000000000455,5.863338414343389
PREFADE-F,NAS100_TRAIN,2006-08-17 12:18:00+00:00,1,3.2000000000000455,0.5,-2.9282494050266905
PREFADE-F,NAS100_TRAIN,2006-08-23 12:40:00+00:00,-1,7.0,0.20000000000004547,-3.4548347217016726
PREFADE-F,NAS100_TRAIN,2006-08-30 12:31:00+00:00,-1,2.5,0.2999999999999545,-2.253707638392143
PREFADE-F,NAS100_TRAIN,2006-09-06 13:17:00+00:00,1,4.2000000000000455,2.0,1.775211916592525
PREFADE-F,NAS100_TRAIN,2006-09-14 13:13:00+00:00,1,3.2000000000000455,2.2999999999999545,1.5974702341216016
PREFADE-F,NAS100_TRAIN,2006-09-15 12:03:00+00:00,-1,2.5,0.7000000000000455,-2.305963186413237
PREFADE-F,NAS100_TRAIN,2006-09-15 12:37:00+00:00,-1,7.900000000000091,1.0,-6.9289450502142245
PREFADE-F,NAS100_TRAIN,2006-09-18 12:44:00+00:00,1,3.2000000000000455,1.7000000000000455,1.0316847076003341
PREFADE-F,NAS100_TRAIN,2006-09-19 12:40:00+00:00,-1,0.2999999999999545,5.399999999999864,4.894357462545258
PREFADE-F,NAS100_TRAIN,2006-09-20 11:49:00+00:00,-1,6.2000000000000455,0.0,-4.6661341534932035
PREFADE-F,NAS100_TRAIN,2006-09-27 13:06:00+00:00,1,0.20000000000004547,4.0,3.9124221102099455
PREFADE-F,NAS100_TRAIN,2006-09-28 12:30:00+00:00,-1,0.0,2.5,1.1482482517803874
PREFADE-F,NAS100_TRAIN,2006-09-28 13:20:00+00:00,1,0.20000000000004547,1.2999999999999545,1.0324970127433062
PREFADE-F,NAS100_TRAIN,2006-09-29 12:11:00+00:00,-1,0.3000000000001819,2.3999999999998636,1.413213195170556
PREFADE-F,NAS100_TRAIN,2006-09-29 12:55:00+00:00,-1,0.6999999999998181,1.5,1.016666655587187
PREFADE-F,NAS100_TRAIN,2006-10-02 12:02:00+00:00,1,4.2000000000000455,0.5,-3.7571227593321055
PREFADE-F,NAS100_TRAIN,2006-10-04 12:45:00+00:00,1,0.7999999999999545,2.2000000000000455,1.85904762050086
PREFADE-F,NAS100_TRAIN,2006-10-05 12:10:00+00:00,1,0.0,2.5,2.5
PREFADE-F,NAS100_TRAIN,2006-10-06 12:37:00+00:00,1,3.400000000000091,1.2999999999999545,-3.312623305464058
PREFADE-F,NAS100_TRAIN,2006-10-10 12:05:00+00:00,-1,1.0,2.5,1.7250612988191278
PREFADE-F,NAS100_TRAIN,2006-10-16 11:46:00+00:00,-1,2.7000000000000455,2.5,2.3748563415017543
PREFADE-F,NAS100_TRAIN,2006-10-18 12:37:00+00:00,-1,4.2999999999999545,0.20000000000004547,-4.163717352828371
PREFADE-F,NAS100_TRAIN,2006-10-20 11:50:00+00:00,1,3.0,0.5,-2.034967097224353
