candidate,dataset_period,ym,trades,pnl_pts,exp_pts,exp_sg
PREFADE-F,SPX500_TRAIN,2011-08,5,-36.24424251201867,-7.248848502403734,-1.5169578077587504
PREFADE-F,SPX500_TRAIN,2011-09,2,9.41609950627776,4.70804975313888,1.4826099556958758
PREFADE-F,SPX500_TRAIN,2011-10,6,11.021247752233421,1.8368746253722368,0.8371154091195537
PREFADE-F,SPX500_TRAIN,2011-11,3,-8.191951714969264,-2.730650571656421,-1.316275538294174
PREFADE-F,SPX500_TRAIN,2011-12,6,-21.814875236898843,-3.6358125394831404,-1.1719165503085383
PREFADE-F,SPX500_TRAIN,2012-01,7,6.863736393232557,0.9805337704617939,0.46463847290448473
PREFADE-F,SPX500_TRAIN,2012-02,4,-2.018506979107542,-0.5046267447768855,-0.5998970975581798
PREFADE-F,SPX500_TRAIN,2012-03,5,1.764047641239813,0.3528095282479626,0.10788308262617101
PREFADE-F,SPX500_TRAIN,2012-04,4,11.744300771388453,2.936075192847113,1.1718498277794573
PREFADE-F,SPX500_TRAIN,2012-05,3,7.050857397471873,2.350285799157291,1.0630097961625247
PREFADE-F,SPX500_TRAIN,2012-06,5,3.7196680822764847,0.743933616455297,-0.023919657928834104
PREFADE-F,SPX500_TRAIN,2012-07,3,-11.508876597831431,-3.836292199277144,-1.841111396465906
PREFADE-F,SPX500_TRAIN,2012-08,8,7.575058427786644,0.9468823034733305,-0.061808935722264646
PREFADE-F,SPX500_TRAIN,2012-09,3,-3.393625766927471,-1.1312085889758237,-1.0183293957098634
PREFADE-F,SPX500_TRAIN,2012-10,3,1.2456902339395128,0.41523007797983763,0.040840381182481345
PREFADE-F,SPX500_TRAIN,2012-11,5,0.8320622763480969,0.1664124552696194,0.21122701907223523
PREFADE-F,SPX500_TRAIN,2012-12,4,-3.702327457438514,-0.9255818643596285,-0.46226128522281607
PREFADE-F,SPX500_TRAIN,2013-01,8,3.1296788216554887,0.3912098527069361,0.4686727537152645
PREFADE-F,SPX500_TRAIN,2013-02,12,6.311069312757127,0.5259224427297605,0.34779849373532895
PREFADE-F,SPX500_TRAIN,2013-03,3,6.884276366487029,2.2947587888290095,1.7104342717094265
PREFADE-F,SPX500_TRAIN,2013-04,2,3.9651374471300187,1.9825687235650093,1.4833802462507744
PREFADE-F,SPX500_TRAIN,2013-05,9,0.5052851503105558,0.05614279447895064,0.2983773180063828
PREFADE-F,SPX500_TRAIN,2013-06,5,-26.717224548813647,-5.343444909762729,-2.4999999999999973
PREFADE-F,SPX500_TRAIN,2013-07,9,3.3273702726326064,0.3697078080702896,0.5839549332482615
PREFADE-F,SPX500_TRAIN,2013-08,6,7.73783392163341,1.2896389869389016,0.40181831088528014
PREFADE-F,SPX500_TRAIN,2013-09,9,4.3130417977511115,0.4792268664167902,0.15391919357851258
PREFADE-F,SPX500_TRAIN,2013-10,5,10.885897104310516,2.177179420862103,0.6987859116499224
