touch_bucket,side,n,P_vwap_30,P_vwap_60,P_vwap_120,med_t_vwap,P_stopfirst_1s,rev1s_mean,mae60_med_sg,mfe60_med_sg
1,-1,2398,0.48957464553794827,0.6814011676396997,0.8215179316096747,27.0,0.5988299206017551,0.16247783661282766,2.139316944323033,2.1937694912414076
1,1,2473,0.471492114840275,0.6453699959563284,0.7957945814799838,28.0,0.62920892494929,0.07357104200680144,2.2903438123918267,2.1105558709781516
2,-1,2265,0.4048565121412804,0.5885209713024283,0.7611479028697572,35.0,0.6016042780748663,0.1713670205933054,1.765482204729415,1.9024604914736511
2,1,2366,0.378698224852071,0.5570583262890956,0.7261200338123415,38.0,0.6381888082016233,0.07184346812682617,1.8160798635154598,1.6841427773230704
3,-1,2095,0.3589498806682578,0.5355608591885441,0.7088305489260143,41.0,0.5895813047711782,0.21193530355041962,1.497906028971884,1.6813994427338226
3,1,2194,0.31677301731996355,0.5009115770282588,0.6791248860528715,46.0,0.6132339235787512,0.15606631977035704,1.5177140067174522,1.5151796787706382
4,-1,11104,0.24909942363112392,0.412914265129683,0.5943804034582133,51.0,0.6144108128688368,0.148359187207662,1.198316066448212,1.2989732473372881
4,1,12009,0.22891164959613622,0.38546090432175867,0.5634107752518944,54.0,0.620587972477884,0.12879120626556007,1.154294915406905,1.1828866891222936
