prior_opp_touch,n,P_vwap_30,P_vwap_60,P_vwap_120,med_t_vwap,P_stopfirst_1s,rev1s_mean,mae60_med_sg,mfe60_med_sg
False,11994,0.32141070535267635,0.4886609971652493,0.6608304152076038,43.0,0.6410848733744011,0.05956415587286311,1.703423607211649,1.411547552339432
True,24910,0.2914492171818547,0.45985547972701724,0.6340826977117624,45.0,0.6029934043632674,0.17744405659804008,1.243814471673276,1.4259681834220759
