prior_opp_touch,n,P_vwap_30,P_vwap_60,P_vwap_120,med_t_vwap,P_stopfirst_1s,rev1s_mean,mae60_med_sg,mfe60_med_sg
False,14558,0.33624124192883637,0.503571919219673,0.6791454870174475,42.0,0.6468605141171513,0.030987415145588233,1.693586423472841,1.4294162902547072
True,30706,0.29199504982739527,0.4550902103823357,0.6303002670487853,45.0,0.6100297608866692,0.141824184018787,1.2533386633791512,1.4027783567578167
