time,equity
2018-01-14,0.8481508389633456
2018-01-21,0.7136831234573333
2018-01-28,0.7252067882064935
2018-02-04,0.5248491941257879
2018-02-11,0.4406274412200219
2018-02-18,0.4406274412200219
2018-02-25,0.4406274412200219
2018-03-04,0.4406274412200219
2018-03-11,0.4406274412200219
2018-03-18,0.4406274412200219
2018-03-25,0.4406274412200219
2018-04-01,0.4406274412200219
2018-04-08,0.4406274412200219
2018-04-15,0.4406274412200219
2018-04-22,0.4406274412200219
2018-04-29,0.4406274412200219
2018-05-06,0.4406274412200219
2018-05-13,0.4406274412200219
2018-05-20,0.4406274412200219
2018-05-27,0.4406274412200219
2018-06-03,0.4406274412200219
2018-06-10,0.4406274412200219
2018-06-17,0.4406274412200219
2018-06-24,0.4406274412200219
2018-07-01,0.4406274412200219
2018-07-08,0.4406274412200219
2018-07-15,0.4406274412200219
2018-07-22,0.4406274412200219
2018-07-29,0.4406274412200219
2018-08-05,0.4406274412200219
2018-08-12,0.4406274412200219
2018-08-19,0.4406274412200219
2018-08-26,0.4406274412200219
2018-09-02,0.4406274412200219
2018-09-09,0.4406274412200219
2018-09-16,0.4406274412200219
2018-09-23,0.4406274412200219
2018-09-30,0.4406274412200219
2018-10-07,0.4406274412200219
2018-10-14,0.4406274412200219
2018-10-21,0.4406274412200219
2018-10-28,0.4406274412200219
2018-11-04,0.4406274412200219
2018-11-11,0.4406274412200219
2018-11-18,0.4406274412200219
2018-11-25,0.4406274412200219
2018-12-02,0.4406274412200219
2018-12-09,0.4406274412200219
2018-12-16,0.4406274412200219
2018-12-23,0.4406274412200219
2018-12-30,0.4406274412200219
2019-01-13,0.4406274412200219
2019-01-20,0.4406274412200219
2019-01-27,0.4406274412200219
2019-02-03,0.4406274412200219
2019-02-10,0.4406274412200219
2019-02-17,0.4406274412200219
2019-02-24,0.4406274412200219
2019-03-03,0.4406274412200219
2019-03-10,0.4406274412200219
2019-03-17,0.4406274412200219
2019-03-24,0.4406274412200219
2019-03-31,0.4406274412200219
2019-04-07,0.4406274412200219
2019-04-14,0.4292092400452024
2019-04-21,0.44077259363877863
2019-04-28,0.42853219852365493
2019-05-05,0.4767800873283731
2019-05-12,0.5778458892723449
2019-05-19,0.6841426447798793
2019-05-26,0.7267391122925172
2019-06-02,0.727806873446546
2019-06-09,0.6353957865214004
2019-06-16,0.7507091620189839
2019-06-23,0.8984378835787603
2019-06-30,0.9024487341321116
2019-07-07,0.9535169108082469
2019-07-14,0.8558772274482495
2019-07-21,0.881398602584326
2019-07-28,0.7931799178248629
2019-08-04,0.914425118943404
2019-08-11,0.9596770205964561
2019-08-18,0.8598918377658018
2019-08-25,0.8406692251410465
2019-09-01,0.812585187877661
2019-09-08,0.8662137534358734
2019-09-15,0.8577993687365222
2019-09-22,0.8362293746873027
2019-09-29,0.6712222045902327
2019-10-06,0.6537520297694928
2019-10-13,0.69009436137074
2019-10-20,0.6836404460845527
2019-10-27,0.7955409706415483
2019-11-03,0.7665333013822041
2019-11-10,0.7526545946957107
2019-11-17,0.7078984883550717
2019-11-24,0.5779089356999034
2019-12-01,0.6051977798864719
2019-12-08,0.6098260025273451
2019-12-15,0.5924450062144778
2019-12-22,0.6077644438818315
2019-12-29,0.6041095809778714
2020-01-12,0.6383022030841116
2020-01-19,0.660128390109495
2020-01-26,0.6553907976308967
2020-02-02,0.6873495941572917
2020-02-09,0.721236487078831
2020-02-16,0.7129270578209554
2020-02-23,0.7137952465477836
2020-03-01,0.6540506405958431
2020-03-08,0.6360087441290565
2020-03-15,0.5211591479697036
2020-03-22,0.5408622475058149
2020-03-29,0.5439640007968695
2020-04-05,0.5809510663831625
2020-04-12,0.5887936342709965
2020-04-19,0.5959567124463997
2020-04-26,0.6182429427512282
2020-05-03,0.6688721769484949
2020-05-10,0.6612839172192995
