k1,cagr_train,mdd_train,calmar_train,calmar_valid,calmar_test,cagr_test,mdd_test
0.5,0.5365072578092906,-0.3324720746570944,1.613691190042455,2.0947748050942034,0.7475342173304625,0.18846929110012445,-0.2521212898764309
0.6,1.5507320743986113,-0.33381971726452553,4.645417853403128,0.6357809033591899,0.5404625716542826,0.1576813796424752,-0.2917526354504696
0.7,1.5507320743986113,-0.33381971726452553,4.645417853403128,0.42083994001734526,0.32204684558742186,0.09827704680905547,-0.3051638236971257
0.85,1.568983254339566,-0.30044390206139804,5.2222170048201955,0.4344934417276842,0.20593626642680657,0.06979568011716086,-0.33891883798897315
1.0,1.6499255167409603,-0.3575616339785055,4.6143807387348055,0.540293119123347,0.09547965368455293,0.04395808434753601,-0.46039216368301217
1.2,1.6499255167409603,-0.3575616339785055,4.6143807387348055,0.540293119123347,0.13173754311612848,0.060650932513518496,-0.46039216368301217
1.4,1.6499255167409603,-0.3575616339785055,4.6143807387348055,0.540293119123347,0.13173754311612848,0.060650932513518496,-0.46039216368301217
