k1,cagr_train,mdd_train,calmar_train
0.5,0.5365072578092906,-0.3324720746570944,1.613691190042455
0.6,1.5507320743986113,-0.33381971726452553,4.645417853403128
0.7,1.5507320743986113,-0.33381971726452553,4.645417853403128
0.85,1.568983254339566,-0.30044390206139804,5.2222170048201955
1.0,1.6499255167409603,-0.3575616339785055,4.6143807387348055
1.2,1.6499255167409603,-0.3575616339785055,4.6143807387348055
1.4,1.6499255167409603,-0.3575616339785055,4.6143807387348055
