,BH_cagr,actuelle_cagr,bornee_cagr,actuelle_calmar,bornee_calmar
2014-07-13,0.5012892496533121,0.6203568898331826,0.4572833159372489,1.3674620821106147,1.3304550465265854
2016-01-01,0.6502773732535356,0.7063832290622345,0.5116570027998995,1.557091243785835,1.4886540088840854
2018-01-01,0.20573193262060507,0.3194018691094831,0.42683850639800247,0.7522228701958581,1.24187658962616
2020-01-01,0.4481745076250636,0.44360496101136193,0.5078171285984259,1.166513856248779,1.902763198125911
2022-01-01,0.11934024395270182,0.15778027097324054,0.18846929110012445,0.4149026465199022,0.7475342173304629
2024-01-01,0.27333054066598117,0.18611058246279444,0.24504805676581687,0.4894006882664691,0.9719451177087003
