time,D1,D2
2025-06-29,0.17843022937738356,0.35686045875476713
2025-07-06,0.17712559200577543,0.35425118401155087
2025-07-13,0.1798942806827412,0.3597885613654824
2025-07-20,0.17816024180989776,0.3563204836197955
2025-07-27,0.17795964509774553,0.35591929019549107
2025-08-03,0.17770525086725944,0.3554105017345189
2025-08-10,0.17829727133317108,0.35659454266634216
2025-08-17,0.1766580441842283,0.3533160883684566
2025-08-24,0.17788846219218238,0.35577692438436476
2025-08-31,0.17950055647283053,0.35900111294566106
2025-09-07,0.1631583389425206,0.3263166778850412
2025-09-14,0.16350289227305836,0.32700578454611673
2025-09-21,0.16309923612051544,0.3261984722410309
2025-09-28,0.1621152319063156,0.3242304638126312
2025-10-05,0.1642829682032539,0.3285659364065078
2025-10-12,0.16772134879703662,0.33544269759407325
2025-10-19,0.17034274430846771,0.34068548861693543
2025-10-26,0.16467004005146854,0.3293400801029371
2025-11-02,0.16620111302090806,0.33240222604181613
2025-11-09,0.16276691272660532,0.32553382545321063
2025-11-16,0.1709877428201924,0.3419754856403848
2025-11-23,0.17458276107859633,0.34916552215719265
2025-11-30,0.1754947260699132,0.3509894521398264
2025-12-07,0.17468319282258465,0.3493663856451693
2025-12-14,0.1744646575748902,0.3489293151497804
2025-12-21,0.17352501814481128,0.34705003628962255
2025-12-28,0.1697859409207693,0.3395718818415386
2026-01-04,0.17107519396354834,0.3421503879270967
2026-01-11,0.16517297191456873,0.33034594382913746
2026-01-18,0.16673010622937406,0.33346021245874813
2026-01-25,0.17094405517263953,0.34188811034527905
2026-02-01,0.17851331106531831,0.35702662213063663
2026-02-08,0.17848731981282434,0.3569746396256487
2026-02-15,0.1779155020891928,0.3558310041783856
2026-02-22,0.17782613864980687,0.35565227729961374
2026-03-01,0.1728809022298162,0.3457618044596324
2026-03-08,0.17102733621687632,0.34205467243375265
2026-03-15,0.17754830247624095,0.3550966049524819
2026-03-22,0.17912772713500041,0.35825545427000083
2026-03-29,0.17886229591235298,0.35772459182470595
2026-04-05,0.17369326560508666,0.3473865312101733
2026-04-12,0.17318081196897184,0.3463616239379437
2026-04-19,0.174595354959445,0.34919070991889
2026-04-26,0.17556944001045893,0.35113888002091787
2026-05-03,0.1753664807011903,0.3507329614023806
2026-05-10,0.17611723999549725,0.3522344799909945
2026-05-17,0.1720179891319995,0.344035978263999
