date,side,reason,price,fraction,btc,cash_after,btc_after,equity_after
2015-02-01,buy,entry,273.952244886032,1.0,0.0036429852671262166,0.0,0.0036429852671262166,0.8273631245820254
2015-04-26,sell,stop_partial,224.894903565167,0.5,0.0018214926335631083,0.40882512134949767,0.0018214926335631083,0.8104704524742197
2018-01-28,sell,stop_full,10737.3505774401,1.0,0.0018214926335631083,19.92771409217964,0.0,19.92771409217964
2019-04-14,buy,entry,5283.42302483928,1.0,0.003764214624164631,0.0,0.003764214624164631,19.411317183651256
2019-10-06,sell,stop_partial,8282.3654541204,0.5,0.0018821073120823156,15.557123981372897,0.0018821073120823156,30.340342543926408
2020-03-22,sell,stop_full,5012.92738778492,1.0,0.0018821073120823156,24.973121538277617,0.0,24.973121538277617
2020-04-26,buy,entry,6853.27341478667,1.0,0.0036366964339298626,0.0,0.0036366964339298626,27.944624590878075
2021-03-07,sell,stop_partial,49634.4471092928,0.5,0.0018183482169649313,90.0722029844203,0.0018183482169649313,182.96519130951742
2021-05-30,sell,stop_full,38630.4091186441,1.0,0.0018183482169649313,160.1752514548496,0.0,160.1752514548496
2023-11-05,buy,entry,34495.1050207481,1.0,0.004634151433310654,0.0,0.004634151433310654,162.68208082396487
2024-07-14,sell,stop_partial,56691.9149061952,0.5,0.002317075716655327,131.0967404411154,0.002317075716655327,272.4731939373151
2026-02-15,sell,stop_full,70244.1017773232,1.0,0.002317075716655327,293.5321211026833,0.0,293.5321211026833
2026-03-22,buy,entry,74723.9575534775,1.0,0.00392037892848141,0.0,0.00392037892848141,266.65693566343873
