strategie,date,side,reason,price,fraction,btc,cash_after,btc_after,equity_after
Controle_sortie_SMA,2018-12-16,sell,stop_full,3413.59258416131,1.0,0.002031643935554,6.921334262719406,0.0,6.921334262719406
Controle_sortie_SMA,2019-04-14,buy,entry,5283.42302483928,1.0,0.0013073946931366,0.0,0.0013073946931366,6.7419782362515965
Controle_sortie_SMA,2020-03-22,sell,stop_full,5012.92738778492,1.0,0.0013073946931366,6.540766914541638,0.0,6.540766914541638
Controle_sortie_SMA,2020-04-26,buy,entry,6853.27341478667,1.0,0.0009524954129911,0.0,0.0009524954129911,7.319040020012979
Controle_sortie_SMA,2022-06-19,sell,stop_full,22316.2570400351,1.0,0.0009524954129911,21.213620200833432,0.0,21.213620200833432
Controle_sortie_SMA,2023-11-05,buy,entry,34495.1050207481,1.0,0.0006137473021986,0.0,0.0006137473021986,21.545624837390516
Controle_sortie_SMA,2026-03-01,sell,stop_full,64689.9123308007,1.0,0.0006137473021986,39.62385265414942,0.0,39.62385265414942
Controle_sortie_SMA,2026-03-22,buy,entry,74723.9575534775,1.0,0.0005292113054851,0.0,0.0005292113054851,35.995975800682174
Controle_sortie_SMA,2026-03-29,sell,stop_full,70726.2110461718,1.0,0.0005292113054851,37.35425225880411,0.0,37.35425225880411
Controle_sortie_SMA,2026-04-19,buy,entry,74632.7455856224,1.0,0.0004995085277988,0.0,0.0004995085277988,36.91627969750879
