n,exp,exp_sg,pf,sharpe,wr,posY,nY,S,R,K,TS,W
1327,0.9460111287888467,0.14363783965243018,1.2383693384342054,1.6043654839163255,0.5380557648831952,8,10,0.75,5,2.0,300,"(450, 810)"
990,0.9684215057891062,0.11751903403687139,1.223698210687733,1.4720965912639905,0.5272727272727272,8,10,0.75,5,2.0,300,"(570, 810)"
683,0.67900298358209,0.1156266231430699,1.1618145198644543,1.0883566250689953,0.5300146412884333,7,10,0.75,5,2.0,300,"(570, 690)"
1669,0.8198458648689323,0.13723396642472174,1.2276440064493976,1.5165767593957398,0.5715997603355303,7,10,0.75,5,2.5,180,"(240, 810)"
1281,0.9847125343764076,0.1492061624225707,1.2509782228175264,1.6022858792627597,0.5761124121779859,7,10,0.75,5,2.5,180,"(450, 810)"
959,1.0565923964125281,0.1299339048353648,1.252827888554635,1.5707368106655635,0.5610010427528676,7,10,0.75,5,2.5,180,"(570, 810)"
663,0.7008698767194461,0.126308543547254,1.1705412245603803,1.0969594094847768,0.5580693815987934,7,10,0.75,5,2.5,180,"(570, 690)"
1664,0.7381427721263223,0.1282490666157482,1.1903174348851606,1.3025174611372357,0.5811298076923077,7,10,0.75,5,2.5,240,"(240, 810)"
1280,0.8546286879231719,0.13455552431562076,1.2039419109577918,1.3351062192995962,0.578125,6,10,0.75,5,2.5,240,"(450, 810)"
958,0.8608468658511166,0.10735828482204142,1.1891864408554202,1.216179969316003,0.5626304801670147,6,10,0.75,5,2.5,240,"(570, 810)"
663,0.5811044155454307,0.11226368524822793,1.1320322634851714,0.8682079148786533,0.5686274509803921,7,10,0.75,5,2.5,240,"(570, 690)"
1664,0.7584593676166625,0.1302237723084811,1.1911487755220629,1.3176320071938397,0.5865384615384616,7,10,0.75,5,2.5,300,"(240, 810)"
1280,0.8898113432684568,0.13995615186970467,1.2087589819586366,1.3719497164694774,0.58203125,6,10,0.75,5,2.5,300,"(450, 810)"
958,0.9082278370550168,0.11513851150426707,1.1959160954645516,1.2622955406599334,0.5668058455114823,6,10,0.75,5,2.5,300,"(570, 810)"
663,0.5588548373667198,0.10862094174319964,1.1230055233310392,0.8152101309618943,0.5716440422322775,7,10,0.75,5,2.5,300,"(570, 690)"
1635,0.8339432064957328,0.13266389686624722,1.226215244755266,1.4723279896926706,0.5963302752293578,7,10,0.75,5,3.0,180,"(240, 810)"
1258,0.9761872075748043,0.13663235664767998,1.2424170311833995,1.5274884678325333,0.6009538950715422,8,10,0.75,5,3.0,180,"(450, 810)"
946,1.1031878953885959,0.1379665015451926,1.259894335895618,1.5783787538081828,0.5866807610993657,7,10,0.75,5,3.0,180,"(570, 810)"
658,0.7544230425679332,0.1472436699505796,1.181018424039943,1.1394184133334777,0.5881458966565349,6,10,0.75,5,3.0,180,"(570, 690)"
1628,0.7718598233002769,0.13152656533736293,1.194749209654747,1.2908302116191686,0.6124078624078624,6,10,0.75,5,3.0,240,"(240, 810)"
1257,0.8598843975631931,0.12644894929473824,1.1998641094553546,1.288356658145045,0.6046141607000796,8,10,0.75,5,3.0,240,"(450, 810)"
945,0.9174804891954433,0.11952586952462464,1.1983850850790607,1.2439453917462144,0.5904761904761905,6,10,0.75,5,3.0,240,"(570, 810)"
658,0.7101589615722802,0.15074519169977063,1.1615422951741248,1.0321313098525282,0.601823708206687,7,10,0.75,5,3.0,240,"(570, 690)"
1627,0.7248293219932821,0.12251860678570971,1.1761062602878372,1.1841017636643594,0.620159803318992,7,10,0.75,5,3.0,300,"(240, 810)"
1257,0.8492144561053426,0.12633240927111822,1.1922207907508457,1.2479602433077164,0.6125696101829753,7,10,0.75,5,3.0,300,"(450, 810)"
945,0.8938540993688912,0.11778593941678411,1.1872897556488518,1.1838681633587556,0.5989417989417989,6,10,0.75,5,3.0,300,"(570, 810)"
658,0.6084766426327625,0.13563599992416395,1.1319617539115718,0.8552877428661898,0.6109422492401215,6,10,0.75,5,3.0,300,"(570, 690)"
4185,0.4675576129033531,0.09137359498825397,1.1594004288077617,1.32712291630858,0.5206690561529271,9,10,1.0,3,2.0,180,"(240, 810)"
3198,0.5885594915271923,0.12833280433423938,1.1857716791856272,1.4220271758502863,0.5322076297686054,9,10,1.0,3,2.0,180,"(450, 810)"
2453,0.5165808272707682,0.10422662077650287,1.1510955576601263,1.1043753476106764,0.5214023644516919,9,10,1.0,3,2.0,180,"(570, 810)"
1891,0.28884761760055144,0.093772162080064,1.085863215930698,0.6353901381731727,0.5171866737176097,8,10,1.0,3,2.0,180,"(570, 690)"
4178,0.47046448879513403,0.09524265593239253,1.1539070143541361,1.294398326139384,0.5270464337003351,10,10,1.0,3,2.0,240,"(240, 810)"
3197,0.5573845307543335,0.12484822689123007,1.1690062397993628,1.3084688610692887,0.5342508601814201,9,10,1.0,3,2.0,240,"(450, 810)"
2452,0.4689007744625513,0.09902695912917688,1.1306406606113366,0.968451003300155,0.5236541598694943,9,10,1.0,3,2.0,240,"(570, 810)"
1891,0.25550710067706545,0.08741414086543411,1.0730429104252792,0.5480378804617848,0.5219460602855632,7,10,1.0,3,2.0,240,"(570, 690)"
4176,0.47986082091285054,0.09726754711073592,1.154436781773457,1.3026214770435265,0.5294540229885057,9,10,1.0,3,2.0,300,"(240, 810)"
3197,0.5700170956892691,0.12700340655280798,1.170352124894524,1.322953714810043,0.534876446668752,9,10,1.0,3,2.0,300,"(450, 810)"
2452,0.48780105246759237,0.10233618313139568,1.1336561955267799,0.9944763558349842,0.5252854812398042,9,10,1.0,3,2.0,300,"(570, 810)"
1891,0.2579229713643632,0.08922095229384629,1.072347217048376,0.5470161341750699,0.5240613432046536,7,10,1.0,3,2.0,300,"(570, 690)"
4014,0.4570279577430308,0.10137090779704107,1.1479651450448884,1.1921737287123497,0.5697558545092177,10,10,1.0,3,2.5,180,"(240, 810)"
3071,0.6140435069600904,0.14734215681060286,1.1843939908775363,1.3679040750551714,0.5828720286551612,10,10,1.0,3,2.5,180,"(450, 810)"
2363,0.5332316804568967,0.1223443511587202,1.1484134267866428,1.0558579819972433,0.5691917054591621,9,10,1.0,3,2.5,180,"(570, 810)"
1835,0.29577808096950375,0.10576855416521459,1.0829031389171475,0.5959231841283963,0.5667574931880109,7,10,1.0,3,2.5,180,"(570, 690)"
4003,0.4473616542621631,0.10345998811008052,1.137863864445532,1.1259685038724125,0.5810642018486135,10,10,1.0,3,2.5,240,"(240, 810)"
3070,0.5910469131146656,0.14633384064253183,1.170086645480752,1.2741544186208955,0.5895765472312704,10,10,1.0,3,2.5,240,"(450, 810)"
2362,0.4924050440542222,0.11993219921832572,1.12995554831033,0.9352389326975099,0.5774767146486028,7,10,1.0,3,2.5,240,"(570, 810)"
1835,0.2914652909010465,0.10570367048560944,1.0785345447327035,0.5686509654822987,0.5776566757493188,7,10,1.0,3,2.5,240,"(570, 690)"
4001,0.4545556616921987,0.10390119145714266,1.13746878403747,1.1285120978023044,0.5848537865533616,9,10,1.0,3,2.5,300,"(240, 810)"
3070,0.6037164951897108,0.14817125965985598,1.170950666410406,1.2878277918514842,0.5918566775244299,10,10,1.0,3,2.5,300,"(450, 810)"
2362,0.5074272122134063,0.12220332624976701,1.131479053655323,0.9508765394670808,0.5795935647756139,8,10,1.0,3,2.5,300,"(570, 810)"
1835,0.28934596951552144,0.10695341857891827,1.076345320401252,0.5566687564868231,0.5803814713896458,7,10,1.0,3,2.5,300,"(570, 690)"
3915,0.4524814080475748,0.10346671465174519,1.1420275835317726,1.1060238548083001,0.6020434227330779,10,10,1.0,3,3.0,180,"(240, 810)"
3001,0.5866781414488494,0.13508014486642475,1.1700543659029101,1.2300489756452035,0.6124625124958347,10,10,1.0,3,3.0,180,"(450, 810)"
2316,0.5252373973729705,0.11711788337898715,1.1417651037782421,0.9786388702609222,0.5980138169257341,9,10,1.0,3,3.0,180,"(570, 810)"
1797,0.2592151878060041,0.09891631077928918,1.0699268751484683,0.49589013986891406,0.5987757373400111,6,10,1.0,3,3.0,180,"(570, 690)"
3901,0.4608880091200413,0.11066712869313781,1.1380840778231438,1.081935004486674,0.6190720328120994,10,10,1.0,3,3.0,240,"(240, 810)"
3000,0.5625088037131555,0.13241370517741125,1.1560658676214846,1.1387304823674098,0.621,9,10,1.0,3,3.0,240,"(450, 810)"
2315,0.4766971071908582,0.11101142928172891,1.1217597480688468,0.8497329926052063,0.6086393088552916,7,10,1.0,3,3.0,240,"(570, 810)"
1797,0.2638415513674327,0.09849227397636225,1.0686426921982837,0.49025245376429005,0.6126878130217028,6,10,1.0,3,3.0,240,"(570, 690)"
3898,0.4680055290197426,0.11320971514922622,1.1374226055041474,1.0821801627870966,0.6267316572601334,10,10,1.0,3,3.0,300,"(240, 810)"
3000,0.5669900529192233,0.13254572175902893,1.1543416273346034,1.1354540857089908,0.6253333333333333,9,10,1.0,3,3.0,300,"(450, 810)"
2315,0.4716738888938699,0.10966815513820095,1.117656082534177,0.8283562313232895,0.6129589632829374,7,10,1.0,3,3.0,300,"(570, 810)"
1797,0.25607259001237426,0.09835719720667972,1.0650656469994966,0.46878881060183675,0.6182526432943796,4,10,1.0,3,3.0,300,"(570, 690)"
3102,0.5529425282198319,0.11275990203601642,1.1743759242778165,1.3444520455402182,0.5245003223726628,9,10,1.0,4,2.0,180,"(240, 810)"
2364,0.6583266078670262,0.13910671378727654,1.1915208678997713,1.3853922834677932,0.5321489001692047,9,10,1.0,4,2.0,180,"(450, 810)"
1809,0.5710537960894856,0.0995077810311738,1.153869438948359,1.0738134155457504,0.5163073521282476,8,10,1.0,4,2.0,180,"(570, 810)"
1333,0.22579633916310027,0.07806510755622545,1.0606991784674593,0.4376701358860085,0.5101275318829708,6,10,1.0,4,2.0,180,"(570, 690)"
3096,0.5555914200947806,0.1168521258063572,1.1670218483862247,1.3049398489163635,0.5322997416020672,9,10,1.0,4,2.0,240,"(240, 810)"
2363,0.6070918278559894,0.13037508909383172,1.1681691171596393,1.2380432158157175,0.5344900550148117,8,10,1.0,4,2.0,240,"(450, 810)"
1808,0.4924593026045555,0.08673214017695452,1.124974447112725,0.8911488651191548,0.5188053097345132,8,10,1.0,4,2.0,240,"(570, 810)"
1333,0.18409489285123434,0.06632693533766316,1.047305159098821,0.3469743882400237,0.5168792198049512,6,10,1.0,4,2.0,240,"(570, 690)"
3096,0.5658917738897532,0.11910002049827635,1.1672692503321942,1.311084051798637,0.5358527131782945,9,10,1.0,4,2.0,300,"(240, 810)"
2363,0.6218165510533342,0.13248292536362768,1.1697842388274389,1.2519860222720347,0.535759627592044,8,10,1.0,4,2.0,300,"(450, 810)"
1808,0.514998955528614,0.09016406771064026,1.1285617824204448,0.9197058643454697,0.521570796460177,8,10,1.0,4,2.0,300,"(570, 810)"
1333,0.17549345315917744,0.06660155488752148,1.0441405192557724,0.32654551349231353,0.5206301575393848,4,10,1.0,4,2.0,300,"(570, 690)"
2976,0.547324252473316,0.1251868680018105,1.1644513988619227,1.220354215051986,0.5709005376344086,9,10,1.0,4,2.5,180,"(240, 810)"
2275,0.6707662687479353,0.154295251648279,1.1856165922731245,1.299407738982088,0.5784615384615385,9,10,1.0,4,2.5,180,"(450, 810)"
1745,0.5427123386781656,0.11035042431593897,1.1383515091737921,0.9438663480578371,0.5593123209169054,7,10,1.0,4,2.5,180,"(570, 810)"
1297,0.22057099909714237,0.09453524043654024,1.0558672988820226,0.393043655623293,0.5582112567463376,5,10,1.0,4,2.5,180,"(570, 690)"
2967,0.5229935049331721,0.12526225014439155,1.1482044766321025,1.1201378945361895,0.5837546343107516,9,10,1.0,4,2.5,240,"(240, 810)"
2274,0.6154699609858345,0.14614601698055224,1.161568429494713,1.149600550156772,0.5861917326297273,9,10,1.0,4,2.5,240,"(450, 810)"
1744,0.462570524449198,0.09881887987681348,1.1106212564236728,0.7684326685964983,0.5688073394495413,7,10,1.0,4,2.5,240,"(570, 810)"
1297,0.19838245595136772,0.08782156220029379,1.0479940672564805,0.3413437112485642,0.5736314572089437,6,10,1.0,4,2.5,240,"(570, 690)"
2967,0.5434684316525388,0.12849848727245733,1.1513983118827893,1.1464385644201809,0.5898213683855746,8,10,1.0,4,2.5,300,"(240, 810)"
2274,0.6447968030099445,0.15152762212760804,1.1669962828423568,1.188674596742989,0.590589270008795,8,10,1.0,4,2.5,300,"(450, 810)"
1744,0.4962073947009965,0.10519467892748581,1.11682366130147,0.8121539135062273,0.573394495412844,6,10,1.0,4,2.5,300,"(570, 810)"
1297,0.1921402246752857,0.09031766240212011,1.0454966578445741,0.32476250614435825,0.5782575173477256,5,10,1.0,4,2.5,300,"(570, 690)"
2913,0.5035572794947913,0.11070094334422853,1.1457759823729161,1.0572189898176836,0.5969790593889461,9,10,1.0,4,3.0,180,"(240, 810)"
2231,0.6185630715586143,0.1303127359855231,1.164635408962035,1.1299245627236254,0.6028686687584043,9,10,1.0,4,3.0,180,"(450, 810)"
1717,0.4973148011228539,0.09522781181013423,1.12231143310143,0.8124006718293657,0.5829935934769948,8,10,1.0,4,3.0,180,"(570, 810)"
1275,0.1750621734545995,0.08096443211918951,1.0426984695250308,0.29672933680033836,0.5850980392156863,6,10,1.0,4,3.0,180,"(570, 690)"
2902,0.5184037850138024,0.1209739982563049,1.142782341019815,1.0433009216836862,0.6161268090971743,8,10,1.0,4,3.0,240,"(240, 810)"
2230,0.5865870420377869,0.1259159748340826,1.148770440227056,1.0325515144085862,0.6125560538116592,9,10,1.0,4,3.0,240,"(450, 810)"
1716,0.43559600307649776,0.08602379101162634,1.1008833244301608,0.6794803615207785,0.594988344988345,8,10,1.0,4,3.0,240,"(570, 810)"
1275,0.1836624697820136,0.08037122205629978,1.043139806903464,0.3016159243354958,0.6031372549019608,5,10,1.0,4,3.0,240,"(570, 690)"
2901,0.5180247944217309,0.12214138505329436,1.1393871134748936,1.0228603036997794,0.6256463288521199,9,10,1.0,4,3.0,300,"(240, 810)"
2230,0.5958584678392181,0.12788534846524727,1.1483029692822537,1.0330935905524128,0.6197309417040359,9,10,1.0,4,3.0,300,"(450, 810)"
1716,0.44052072008219306,0.08724467561396974,1.0998190718908971,0.6758425208180696,0.6025641025641025,7,10,1.0,4,3.0,300,"(570, 810)"
1275,0.16227970461339195,0.07930044970256445,1.0371717174895871,0.26151380799284396,0.611764705882353,5,10,1.0,4,3.0,300,"(570, 690)"
1814,0.7985342577570874,0.13023238313396268,1.2338575562278087,1.6318527084564654,0.5281146637265711,9,10,1.0,5,2.0,180,"(240, 810)"
1393,0.9219920179079157,0.13864868400211275,1.2488038739180964,1.6621843226296906,0.5326633165829145,9,10,1.0,5,2.0,180,"(450, 810)"
1052,0.9557427373145093,0.11420666485973625,1.2410794484341798,1.5589027056686866,0.5190114068441065,8,10,1.0,5,2.0,180,"(570, 810)"
724,0.6343067166017258,0.10560932971170138,1.1627140496656918,1.0733552372937492,0.5124309392265194,8,10,1.0,5,2.0,180,"(570, 690)"
1810,0.7972746525193247,0.13428576760063549,1.2211015220934753,1.5649766889809886,0.538121546961326,9,10,1.0,5,2.0,240,"(240, 810)"
1392,0.8687835730931442,0.13371427507208203,1.2224205274133786,1.5185073556804054,0.5366379310344828,8,10,1.0,5,2.0,240,"(450, 810)"
1051,0.8625126068549829,0.10493576354681249,1.2034837716831008,1.3567332116113893,0.5233111322549953,8,10,1.0,5,2.0,240,"(570, 810)"
724,0.6023243978943481,0.10319492221794173,1.146773680148793,0.9903888837125886,0.5234806629834254,8,10,1.0,5,2.0,240,"(570, 690)"
1810,0.8256878126722182,0.13928031278041003,1.2249296754554266,1.602256727386119,0.5425414364640884,9,10,1.0,5,2.0,300,"(240, 810)"
1392,0.894840361536062,0.13891568708384872,1.2253977031561512,1.5446724147135893,0.5380747126436781,8,10,1.0,5,2.0,300,"(450, 810)"
1051,0.9036431692564227,0.11322603734185384,1.209310949538606,1.4021071797611957,0.527117031398668,8,10,1.0,5,2.0,300,"(570, 810)"
724,0.5929112549128001,0.10441587822723815,1.1401361652931146,0.957792559509367,0.5290055248618785,8,10,1.0,5,2.0,300,"(570, 690)"
1747,0.7981237498584061,0.13938835385680476,1.2237265430657114,1.5033685884004127,0.5724098454493417,8,10,1.0,5,2.5,180,"(240, 810)"
1345,0.9584225555474742,0.15438457770283384,1.246937843774732,1.5898228226915103,0.5769516728624535,8,10,1.0,5,2.5,180,"(450, 810)"
1018,1.0270792490099476,0.13972557307692296,1.2495833715904243,1.559156434561345,0.5618860510805501,7,10,1.0,5,2.5,180,"(570, 810)"
705,0.7685433443113691,0.14724841786087342,1.1901832810646888,1.2112995180714268,0.5645390070921986,7,10,1.0,5,2.5,180,"(570, 690)"
1742,0.7319977045667375,0.1319024973153351,1.190790076702833,1.3156703687569578,0.5838117106773824,8,10,1.0,5,2.5,240,"(240, 810)"
1344,0.8480271923270134,0.14133432787997033,1.204656433464377,1.3499050614174724,0.5818452380952381,8,10,1.0,5,2.5,240,"(450, 810)"
1017,0.8647474042168665,0.12042468740401273,1.1934015500864017,1.2479907908701902,0.567354965585054,6,10,1.0,5,2.5,240,"(570, 810)"
705,0.6631582415252933,0.1324647720481276,1.153176018220712,0.9987217041702011,0.5758865248226951,8,10,1.0,5,2.5,240,"(570, 690)"
1742,0.7506319474775007,0.1339334596603516,1.1912406240234266,1.3292221382631721,0.5884041331802525,8,10,1.0,5,2.5,300,"(240, 810)"
1344,0.8805330220119746,0.1466653021370676,1.2088577005643897,1.3841819197963539,0.5848214285714286,8,10,1.0,5,2.5,300,"(450, 810)"
1017,0.901861471736984,0.12687688827253632,1.1976404509006908,1.2812130293250452,0.5703048180924287,7,10,1.0,5,2.5,300,"(570, 810)"
705,0.6254829857402194,0.12790134832935537,1.139580031757214,0.9211548557305196,0.5787234042553191,7,10,1.0,5,2.5,300,"(570, 690)"
1711,0.7830970674366026,0.1285137874276995,1.2130579819911527,1.4056693361487458,0.5955581531268265,7,10,1.0,5,3.0,180,"(240, 810)"
1321,0.9233539269574984,0.13651365022600465,1.230596793198538,1.4700439129404448,0.6003028009084027,8,10,1.0,5,3.0,180,"(450, 810)"
1004,1.0394144740995126,0.14056716609561767,1.2471238792930799,1.514909154970261,0.5856573705179283,7,10,1.0,5,3.0,180,"(570, 810)"
699,0.7860226794336218,0.15988134467537318,1.1904977301629578,1.1923852102396304,0.592274678111588,6,10,1.0,5,3.0,180,"(570, 690)"
1704,0.7299373303163886,0.1267214483177916,1.1848170696158802,1.2414018310299817,0.6132629107981221,7,10,1.0,5,3.0,240,"(240, 810)"
1320,0.8212369428986703,0.12629665021660155,1.1919521379951814,1.2514888391474712,0.6068181818181818,8,10,1.0,5,3.0,240,"(450, 810)"
1003,0.8800862330563832,0.12328997179577374,1.1923540317390668,1.216291486334903,0.5932203389830508,6,10,1.0,5,3.0,240,"(570, 810)"
699,0.7482009163024664,0.16011314226804607,1.1717593987546426,1.0931938997635708,0.6065808297567954,7,10,1.0,5,3.0,240,"(570, 690)"
1703,0.6891807506076066,0.11950240817348289,1.1683691418801867,1.1465685669240075,0.6200822078684675,8,10,1.0,5,3.0,300,"(240, 810)"
1320,0.8138444579305681,0.127085180345556,1.1854474683803111,1.2178606627176194,0.6136363636363636,8,10,1.0,5,3.0,300,"(450, 810)"
1003,0.8551880255474414,0.12169428048710569,1.181141452251361,1.1560970489930569,0.6001994017946162,7,10,1.0,5,3.0,300,"(570, 810)"
699,0.6391643628572669,0.1454912765971451,1.1397655066702044,0.9054987062946028,0.6151645207439199,6,10,1.0,5,3.0,300,"(570, 690)"
