n,exp,exp_sg,pf,sharpe,wr,posY,nY,S,R,K,TS,W
2154,0.41810541132489015,0.1758247211604518,1.2101477877514353,1.4321218960944477,0.5798514391829155,8,10,0.5,3,2.5,240,"(450, 810)"
1562,0.26725693956417274,0.1220970213443384,1.1224387073105468,0.8190845638564259,0.560179257362356,7,10,0.5,3,2.5,240,"(570, 810)"
1139,0.1909187813289701,0.15629791199918985,1.0898061382093587,0.5874655568031987,0.5733099209833187,6,10,0.5,3,2.5,240,"(570, 690)"
2952,0.30283340310886375,0.13192546714712447,1.1572992238173936,1.177593515977434,0.5813008130081301,8,10,0.5,3,2.5,300,"(240, 810)"
2154,0.37742964370969256,0.16965391170134506,1.1832838744047889,1.2642451565753436,0.5844939647168059,8,10,0.5,3,2.5,300,"(450, 810)"
1562,0.21046010643904786,0.11217546284059678,1.0925615165093168,0.6253441239185832,0.5633802816901409,7,10,0.5,3,2.5,300,"(570, 810)"
1139,0.1239668954128399,0.14547885881917974,1.0555705240275002,0.3670007862539924,0.5759438103599649,6,10,0.5,3,2.5,300,"(570, 690)"
2878,0.3345843993749285,0.13151786969193202,1.1869991816454462,1.3468021085580257,0.5952050034746351,8,10,0.5,3,3.0,180,"(240, 810)"
2104,0.4378170949340644,0.1726410465183805,1.2269479935524317,1.499569724850964,0.6045627376425855,9,10,0.5,3,3.0,180,"(450, 810)"
1526,0.32922091281655824,0.1164918098533801,1.159299503153399,1.008539432831282,0.5799475753604194,8,10,0.5,3,3.0,180,"(570, 810)"
1120,0.3040205174327848,0.1604597362100911,1.1519917205422963,0.9198040692108755,0.5964285714285714,7,10,0.5,3,3.0,180,"(570, 690)"
2869,0.29632853921312835,0.12519194046582266,1.153234173299891,1.1237998571568582,0.6078773091669571,7,10,0.5,3,3.0,240,"(240, 810)"
2102,0.36195525939353457,0.15771978889082774,1.1741362689003052,1.181259677868917,0.6079923882017126,8,10,0.5,3,3.0,240,"(450, 810)"
1524,0.22053266821290574,0.09567191219573268,1.096917098542554,0.6151149441334529,0.5853018372703412,6,10,0.5,3,3.0,240,"(570, 810)"
1120,0.1635096307395242,0.13104971493129938,1.0737678276399558,0.46500179999173424,0.6017857142857143,6,10,0.5,3,3.0,240,"(570, 690)"
