n,exp,exp_sg,pf,sharpe,wr,posY,nY,S,R,K,TS,W
628,0.46077239073544146,0.11530767125530772,1.1764411880137797,1.0717897365142455,0.5159235668789809,8,10,0.75,5,2.0,300,"(570, 810)"
393,0.08076126098052111,0.08621321406205935,1.02962640116171,0.19265679263162636,0.5190839694656488,5,10,0.75,5,2.0,300,"(570, 690)"
981,0.8253486470156458,0.23828823965957163,1.4066210829105992,2.2965333652904505,0.5871559633027523,8,10,0.75,5,2.5,180,"(240, 810)"
782,1.0147496593111234,0.2739982646636558,1.4804301088152847,2.5575522782272393,0.5971867007672634,8,10,0.75,5,2.5,180,"(450, 810)"
608,0.792554934651462,0.20460978280422606,1.3486571433238899,1.9075712638951072,0.5740131578947368,8,10,0.75,5,2.5,180,"(570, 810)"
382,0.4715030129760993,0.19422352506187007,1.2003020173757488,1.152790489326754,0.5732984293193717,6,10,0.75,5,2.5,180,"(570, 690)"
981,0.7057462711124599,0.22701390554717132,1.3071882558752013,1.829347110551844,0.5912334352701325,8,10,0.75,5,2.5,240,"(240, 810)"
782,0.8505833190644088,0.24442120164109093,1.3567399439632442,2.0142149093304327,0.5856777493606138,8,10,0.75,5,2.5,240,"(450, 810)"
607,0.5912462569970992,0.16614531416605838,1.226054688531014,1.3116800032251628,0.5601317957166392,8,10,0.75,5,2.5,240,"(570, 810)"
382,0.2069757527013873,0.14985036714359457,1.076211097397497,0.4692210401288106,0.5680628272251309,6,10,0.75,5,2.5,240,"(570, 690)"
981,0.6249932641526789,0.20919275840106372,1.256913591559044,1.5604367530803724,0.5942915392456677,8,10,0.75,5,2.5,300,"(240, 810)"
782,0.7766294022759149,0.2294260688700412,1.3090022480162744,1.7869786310220135,0.5895140664961637,8,10,0.75,5,2.5,300,"(450, 810)"
607,0.492913293675759,0.14432258621948468,1.1773653253708394,1.053972728631807,0.5634266886326195,7,10,0.75,5,2.5,300,"(570, 810)"
382,0.035069933817460444,0.11184399114707184,1.0118922466386953,0.07530227307013623,0.5680628272251309,6,10,0.75,5,2.5,300,"(570, 690)"
966,0.8013592515464437,0.2072146751036699,1.3836086349982053,2.172503597191136,0.598343685300207,8,10,0.75,5,3.0,180,"(240, 810)"
770,1.0332094734520845,0.2586402028199158,1.4814068481858302,2.550263659272041,0.6103896103896104,8,10,0.75,5,3.0,180,"(450, 810)"
596,0.8221049642206876,0.1813068960458951,1.3587498074565236,1.9487910993761606,0.5822147651006712,8,10,0.75,5,3.0,180,"(570, 810)"
375,0.41237838695343787,0.1491414232081463,1.169297478139786,1.0002999814893172,0.5813333333333334,6,10,0.75,5,3.0,180,"(570, 690)"
962,0.696152479897147,0.19426842178792642,1.2953293645926267,1.7512194446238065,0.6081081081081081,8,10,0.75,5,3.0,240,"(240, 810)"
769,0.8846793650902701,0.23162992739505217,1.3658859331025597,2.042890361665189,0.6059817945383615,8,10,0.75,5,3.0,240,"(450, 810)"
594,0.575376949536356,0.13246390271560024,1.2133811685589273,1.2347684528167622,0.5757575757575758,8,10,0.75,5,3.0,240,"(570, 810)"
375,0.08503703840715934,0.08819125251765501,1.029551274910304,0.18741133276360925,0.584,6,10,0.75,5,3.0,240,"(570, 690)"
962,0.672449410073165,0.18675116746911832,1.2745585639478156,1.6411608661491843,0.6174636174636174,8,10,0.75,5,3.0,300,"(240, 810)"
769,0.8396756952735347,0.2210945338469577,1.3320960833950632,1.8777099827550368,0.6124837451235371,8,10,0.75,5,3.0,300,"(450, 810)"
594,0.5259216260340508,0.11974004742390278,1.1862189056689139,1.0971578675612823,0.5808080808080808,8,10,0.75,5,3.0,300,"(570, 810)"
375,-0.0023099245805330306,0.0661909526584131,0.9992415848349322,-0.004893875993132711,0.5866666666666667,6,10,0.75,5,3.0,300,"(570, 690)"
3599,0.33545905308011265,0.1151270356203439,1.210248441282035,1.5935558678378983,0.5215337593776049,8,10,1.0,3,2.0,180,"(240, 810)"
2600,0.3790891010013361,0.13512025483230797,1.2161420051498222,1.5295249039651704,0.5253846153846153,9,10,1.0,3,2.0,180,"(450, 810)"
1931,0.2566424963969174,0.09095064073183877,1.135653923352974,0.9277432945374877,0.5100983946141895,8,10,1.0,3,2.0,180,"(570, 810)"
1388,0.24088392300988412,0.11174443214018112,1.1327814006493189,0.875262016090296,0.515850144092219,6,10,1.0,3,2.0,180,"(570, 690)"
3595,0.3184897033635356,0.11611130702142813,1.1884951451837737,1.4596093287749314,0.5262865090403338,8,10,1.0,3,2.0,240,"(240, 810)"
2599,0.33878695519924873,0.1272488441099379,1.182902323951392,1.3207298895879669,0.5236629472874182,8,10,1.0,3,2.0,240,"(450, 810)"
1930,0.21178432490001106,0.08269556918618183,1.104998868865687,0.7295767230242246,0.5088082901554404,8,10,1.0,3,2.0,240,"(570, 810)"
1388,0.14613551509899295,0.09175171379093286,1.0746447262098238,0.5080886611433522,0.5136887608069164,5,10,1.0,3,2.0,240,"(570, 690)"
3593,0.2997445233896795,0.11170231184398449,1.172776691383954,1.3509336971805668,0.5282493737823546,8,10,1.0,3,2.0,300,"(240, 810)"
2599,0.3186986059318077,0.1247669915994208,1.1680831384672714,1.2267038741950926,0.5275105809926895,8,10,1.0,3,2.0,300,"(450, 810)"
1930,0.18464726712918172,0.07853253089664311,1.0891081781977252,0.6261097924525438,0.5124352331606218,7,10,1.0,3,2.0,300,"(570, 810)"
1388,0.10514305430236276,0.08533378498682696,1.0519114681778636,0.3574027424839853,0.5165706051873199,5,10,1.0,3,2.0,300,"(570, 690)"
3465,0.3715939136111009,0.138574389295358,1.2234612779583958,1.634488572350718,0.5696969696969697,9,10,1.0,3,2.5,180,"(240, 810)"
2511,0.4691854349298245,0.1793377830332861,1.2599234883142443,1.7397621637796328,0.5786539227399442,10,10,1.0,3,2.5,180,"(450, 810)"
1866,0.3587322964240654,0.13567572614607434,1.1853176703402926,1.2042212223124522,0.5605573419078242,9,10,1.0,3,2.5,180,"(570, 810)"
1354,0.30094380019530553,0.15421940875887194,1.1600152455744641,1.0204904033253008,0.5672082717872969,7,10,1.0,3,2.5,180,"(570, 690)"
3461,0.33522998292511347,0.1337349341447189,1.1875008462708283,1.4038506087692377,0.5790234036405663,8,10,1.0,3,2.5,240,"(240, 810)"
2509,0.4095407315607128,0.16923234714609353,1.2120917562507987,1.4571423462310018,0.5807094459944201,8,10,1.0,3,2.5,240,"(450, 810)"
1865,0.2837913104555407,0.12129535840110181,1.13534066841505,0.8998779483861898,0.5635388739946381,8,10,1.0,3,2.5,240,"(570, 810)"
1354,0.20533117412815602,0.13545519441907253,1.1006174915823872,0.6631680908991062,0.5709010339734121,7,10,1.0,3,2.5,240,"(570, 690)"
3458,0.29893131784780047,0.12650412096176478,1.1611741270492857,1.2188007739054743,0.582995951417004,8,10,1.0,3,2.5,300,"(240, 810)"
2509,0.38094468596199893,0.16751989811198162,1.1914286662047,1.330488290568702,0.5870864886408927,8,10,1.0,3,2.5,300,"(450, 810)"
1865,0.24178349384311149,0.11653459668515237,1.1111512940392803,0.7460323897375822,0.5699731903485254,8,10,1.0,3,2.5,300,"(570, 810)"
1354,0.15629479015903117,0.131095634250681,1.0734360597942187,0.48741871446679047,0.5775480059084195,7,10,1.0,3,2.5,300,"(570, 690)"
3379,0.3466674284685364,0.13211854402662807,1.2022455129459921,1.4667828585543754,0.5951464930452797,9,10,1.0,3,3.0,180,"(240, 810)"
2454,0.447668205730771,0.17441418589621976,1.2406236001881865,1.6046375313534798,0.6059494702526488,9,10,1.0,3,3.0,180,"(450, 810)"
1824,0.35808996274604377,0.12143440569451544,1.1806723989539427,1.1407299225833627,0.5833333333333334,8,10,1.0,3,3.0,180,"(570, 810)"
1334,0.31352179092009613,0.1405591996261539,1.162512626860219,0.9926844003830186,0.5937031484257871,8,10,1.0,3,3.0,180,"(570, 690)"
3369,0.31166439191811285,0.12993000183831005,1.1685136817139241,1.245735133013766,0.6108637577916296,7,10,1.0,3,3.0,240,"(240, 810)"
2452,0.38090516074647973,0.1640638064511544,1.1906249204144868,1.3031694974208765,0.6113376835236541,9,10,1.0,3,3.0,240,"(450, 810)"
1822,0.25859754329386436,0.10460268497000197,1.11897379087599,0.7536270991997277,0.5905598243688255,7,10,1.0,3,3.0,240,"(570, 810)"
1334,0.18551427663538098,0.11374718562209646,1.0872815341467506,0.5552075804859903,0.6004497751124438,5,10,1.0,3,3.0,240,"(570, 690)"
3364,0.28758902363762906,0.12487250005064192,1.1505678556978827,1.1138639435565814,0.619500594530321,7,10,1.0,3,3.0,300,"(240, 810)"
2452,0.35469482984158646,0.16017646385912215,1.1723956508799593,1.1846487637940928,0.6199021207177814,8,10,1.0,3,3.0,300,"(450, 810)"
1822,0.2244693509331246,0.0984935286553905,1.099900703011353,0.6407055709840261,0.5987925356750823,7,10,1.0,3,3.0,300,"(570, 810)"
1334,0.1484415399823302,0.11100599671465014,1.067316187045833,0.43081382238467025,0.6094452773613194,6,10,1.0,3,3.0,300,"(570, 690)"
2190,0.5110887293147476,0.1918400136642532,1.2877996933818432,1.9204847066845214,0.539269406392694,9,10,1.0,4,2.0,180,"(240, 810)"
1651,0.5748187784425364,0.20191478339650093,1.2983878226877024,1.8918242001984875,0.5402786190187765,9,10,1.0,4,2.0,180,"(450, 810)"
1267,0.3587315141602972,0.13068307002521248,1.1730965883253297,1.0841706381045964,0.5177584846093133,8,10,1.0,4,2.0,180,"(570, 810)"
858,0.26688628689268346,0.13758762770473582,1.1325362631116762,0.8312870801217573,0.5209790209790209,7,10,1.0,4,2.0,180,"(570, 690)"
2188,0.4638117483135717,0.18603281928019302,1.2403898491289764,1.684154396330802,0.5415904936014625,8,10,1.0,4,2.0,240,"(240, 810)"
1650,0.4944616638619847,0.18287129042255784,1.2373540937196497,1.5904260879930172,0.5339393939393939,8,10,1.0,4,2.0,240,"(450, 810)"
1265,0.26463579013858834,0.10885624161465496,1.1167716581884704,0.7697175809748388,0.5114624505928854,7,10,1.0,4,2.0,240,"(570, 810)"
858,0.14172223229411868,0.11100106932753886,1.0637333472792694,0.4183884630373205,0.5186480186480187,5,10,1.0,4,2.0,240,"(570, 690)"
2188,0.42611468669760716,0.17616051957085005,1.212924246086444,1.5164944752707443,0.5429616087751371,8,10,1.0,4,2.0,300,"(240, 810)"
1650,0.4595346558773524,0.1752397043925025,1.2140770575662219,1.4560879589197284,0.5363636363636364,8,10,1.0,4,2.0,300,"(450, 810)"
1265,0.21239781167967176,0.09586985134972328,1.0904287323654278,0.6066517585921786,0.5122529644268775,7,10,1.0,4,2.0,300,"(570, 810)"
858,0.06337733163770301,0.09181345354565348,1.0272002584673732,0.18224751458516555,0.5163170163170163,5,10,1.0,4,2.0,300,"(570, 690)"
2125,0.6072531550033223,0.24610184251014883,1.3355702492943573,2.1285406596119216,0.5882352941176471,9,10,1.0,4,2.5,180,"(240, 810)"
1605,0.702049061876241,0.2570514774970043,1.3579660771313682,2.1299532258107687,0.5919003115264797,10,10,1.0,4,2.5,180,"(450, 810)"
1232,0.5094271735700275,0.18731207762539814,1.2436378038989417,1.4405521098903515,0.5681818181818182,8,10,1.0,4,2.5,180,"(570, 810)"
840,0.33608740120702557,0.1882873313892943,1.1618878970741022,0.9792805849446443,0.5714285714285714,8,10,1.0,4,2.5,180,"(570, 690)"
2123,0.5380616052096597,0.2339276143497045,1.2683078057484565,1.8009779741625522,0.5949128591615638,8,10,1.0,4,2.5,240,"(240, 810)"
1603,0.6003326384170834,0.23548455682766767,1.2786263210016542,1.7653630379442016,0.5876481597005615,8,10,1.0,4,2.5,240,"(450, 810)"
1230,0.3861743513488392,0.1607398399417297,1.1657843830505308,1.0389626402852146,0.5650406504065041,8,10,1.0,4,2.5,240,"(570, 810)"
840,0.2305822879272057,0.17274974413571306,1.1006746136247898,0.6332446008199993,0.575,6,10,1.0,4,2.5,240,"(570, 690)"
2122,0.4702075638365929,0.2175761282825402,1.223062836115764,1.5251925793931724,0.5980207351555137,8,10,1.0,4,2.5,300,"(240, 810)"
1603,0.5439556569464168,0.2246554013471605,1.2425062989019506,1.5636652695935842,0.5926388022457891,8,10,1.0,4,2.5,300,"(450, 810)"
1230,0.3039928364321204,0.142860287391743,1.1243135707659426,0.7924246045319435,0.5682926829268292,7,10,1.0,4,2.5,300,"(570, 810)"
840,0.12206164243423556,0.15012494672224036,1.050241378238119,0.32165405764243127,0.5761904761904761,6,10,1.0,4,2.5,300,"(570, 690)"
2092,0.5987372929524809,0.24203255077004437,1.321540260814063,2.0504868566832037,0.608508604206501,9,10,1.0,4,3.0,180,"(240, 810)"
1581,0.7172123595491402,0.2571099732384919,1.35779173437786,2.1331160329007854,0.6148007590132827,10,10,1.0,4,3.0,180,"(450, 810)"
1211,0.5199796286431184,0.1753533081742462,1.2433644731218763,1.4427042611612126,0.5854665565648225,9,10,1.0,4,3.0,180,"(570, 810)"
829,0.37391483777544876,0.1799036796249654,1.1770551831599643,1.069771564788821,0.594692400482509,8,10,1.0,4,3.0,180,"(570, 690)"
2084,0.5311318624491563,0.2294519952045603,1.2564755326454495,1.6858402119262252,0.6214011516314779,8,10,1.0,4,3.0,240,"(240, 810)"
1579,0.6100024452422879,0.23323834883810876,1.2759812785448994,1.7067497875559117,0.6136795440151995,8,10,1.0,4,3.0,240,"(450, 810)"
1208,0.358654696012476,0.13941843642296176,1.148069806348586,0.9048144924044054,0.5852649006622517,7,10,1.0,4,3.0,240,"(570, 810)"
829,0.22797119941514257,0.15143168670646204,1.0961951421779579,0.6061058629092639,0.5995174909529554,6,10,1.0,4,3.0,240,"(570, 690)"
2082,0.49349529926351615,0.21717061713449737,1.2294760695721014,1.5230943714752971,0.6292026897214217,7,10,1.0,4,3.0,300,"(240, 810)"
1579,0.5670707527779677,0.22162600581846384,1.2475792033206479,1.5495237292625847,0.6206459784673845,8,10,1.0,4,3.0,300,"(450, 810)"
1208,0.30280133568749446,0.12364509243225745,1.1202427678539157,0.7495854030187861,0.5902317880794702,7,10,1.0,4,3.0,300,"(570, 810)"
829,0.15454813977582332,0.13397187465021124,1.0622190732336083,0.3977778897259945,0.6031363088057901,5,10,1.0,4,3.0,300,"(570, 690)"
1048,0.7025246196522134,0.17547579708504962,1.351643913453539,2.107622728177224,0.541030534351145,8,10,1.0,5,2.0,180,"(240, 810)"
837,0.8664001575643223,0.21500150952978248,1.418730016329639,2.339941610987779,0.5483870967741935,9,10,1.0,5,2.0,180,"(450, 810)"
657,0.6149315617727491,0.13353106002167303,1.273536596808217,1.5817819303930944,0.5251141552511416,9,10,1.0,5,2.0,180,"(570, 810)"
412,0.41842169538843954,0.14532003896978343,1.1868238733606182,1.1149027918685468,0.5266990291262136,5,10,1.0,5,2.0,180,"(570, 690)"
1048,0.6102241699713875,0.17167201230659532,1.2754675181154835,1.7228623645199832,0.5381679389312977,8,10,1.0,5,2.0,240,"(240, 810)"
837,0.7449793208695288,0.1954695942917957,1.3249159283745962,1.9170364383421055,0.5352449223416965,8,10,1.0,5,2.0,240,"(450, 810)"
656,0.48098410161546695,0.11181435062145699,1.1911832645976779,1.156939818265876,0.510670731707317,8,10,1.0,5,2.0,240,"(570, 810)"
412,0.19065027563093187,0.10794126460587714,1.0744201087823566,0.4750665672986747,0.5218446601941747,5,10,1.0,5,2.0,240,"(570, 690)"
1048,0.5825394193990286,0.1678758686784154,1.2537416443878153,1.6104135300251918,0.541030534351145,8,10,1.0,5,2.0,300,"(240, 810)"
837,0.7132299859265901,0.19029744614546995,1.3011763532140235,1.805602436910819,0.5376344086021505,8,10,1.0,5,2.0,300,"(450, 810)"
656,0.4327922764133385,0.10150401960441241,1.1655750754302685,1.019622013948086,0.5121951219512195,8,10,1.0,5,2.0,300,"(570, 810)"
412,0.11563221952912398,0.0920302482827295,1.0429639618600697,0.27911903199881893,0.5194174757281553,5,10,1.0,5,2.0,300,"(570, 690)"
1013,0.8044763338085178,0.2257383735390974,1.3952832473822876,2.2529497448001075,0.5834155972359328,8,10,1.0,5,2.5,180,"(240, 810)"
811,0.9878437420048566,0.26003130500473337,1.4662255396636574,2.5117064928817503,0.593094944512947,9,10,1.0,5,2.5,180,"(450, 810)"
636,0.7600860459707097,0.1879029903009302,1.3335721725091996,1.852419791673315,0.5691823899371069,9,10,1.0,5,2.5,180,"(570, 810)"
401,0.5160378409439745,0.20050765354272837,1.223478688931952,1.2790105386492114,0.57356608478803,7,10,1.0,5,2.5,180,"(570, 690)"
1013,0.6862192649184218,0.2166391570780466,1.2979878873000068,1.7923047262099436,0.5893385982230998,8,10,1.0,5,2.5,240,"(240, 810)"
811,0.8222957317094777,0.23104731974711967,1.3435883071717725,1.9651143218654508,0.5832305795314426,8,10,1.0,5,2.5,240,"(450, 810)"
635,0.5583408577793705,0.1505149776770718,1.2130068389405235,1.2553823382576437,0.5574803149606299,8,10,1.0,5,2.5,240,"(570, 810)"
401,0.24411304125482544,0.1572777111402592,1.0910302251168371,0.5605870643281822,0.571072319201995,7,10,1.0,5,2.5,240,"(570, 690)"
1013,0.6001968420071124,0.19818791858736276,1.2460249922647206,1.5102676244881195,0.5923000987166831,8,10,1.0,5,2.5,300,"(240, 810)"
811,0.7412180775661813,0.21509817909645135,1.2935695887381797,1.7212573452590838,0.5869297163995068,8,10,1.0,5,2.5,300,"(450, 810)"
635,0.45186822263344173,0.12775126885140037,1.1621474401033922,0.9795218458054676,0.5606299212598426,8,10,1.0,5,2.5,300,"(570, 810)"
401,0.07436734845268042,0.12332579381917692,1.0256039700725523,0.16191020346219537,0.571072319201995,7,10,1.0,5,2.5,300,"(570, 690)"
996,0.7610362247411587,0.1880214719637323,1.3610261219008695,2.070147320950668,0.5933734939759037,8,10,1.0,5,3.0,180,"(240, 810)"
797,0.9811667191535693,0.23610503317302017,1.451972952584188,2.4337856287780144,0.6047678795483061,9,10,1.0,5,3.0,180,"(450, 810)"
622,0.7559982268496563,0.15364384856186095,1.3256591640533073,1.8060210106080041,0.5755627009646302,8,10,1.0,5,3.0,180,"(570, 810)"
393,0.4201420110867277,0.14348740722831083,1.1735388072039847,1.028030508638598,0.5801526717557252,7,10,1.0,5,3.0,180,"(570, 690)"
992,0.6492889676897912,0.17529073304036055,1.2728690110160827,1.639995725920758,0.6038306451612904,8,10,1.0,5,3.0,240,"(240, 810)"
796,0.8214033436540399,0.2070715837627866,1.3354053884118218,1.9056194647401203,0.6005025125628141,8,10,1.0,5,3.0,240,"(450, 810)"
620,0.4985972510265488,0.10302247292905088,1.182668125903123,1.079131490719302,0.5693548387096774,8,10,1.0,5,3.0,240,"(570, 810)"
393,0.07788851602849017,0.08049521270696924,1.0271358713133847,0.1732588474059948,0.5826972010178118,7,10,1.0,5,3.0,240,"(570, 690)"
992,0.6145455974242605,0.16582366465092122,1.2479159376453435,1.5048713910409142,0.6139112903225806,8,10,1.0,5,3.0,300,"(240, 810)"
796,0.7632740820688574,0.19418031388073237,1.2971808771428133,1.7135686787938684,0.6080402010050251,8,10,1.0,5,3.0,300,"(450, 810)"
620,0.4324044570054114,0.08734875804050458,1.1507614803131008,0.9089563758560475,0.5758064516129032,8,10,1.0,5,3.0,300,"(570, 810)"
393,-0.021021824315497328,0.05960559655559934,0.9930870912596578,-0.044913456197782906,0.5852417302798982,6,10,1.0,5,3.0,300,"(570, 690)"
