level,stop_sigma,time_stop,window,target,n,gross_exp,gross_pf,gross_sharpe,net_exp,pos_years,n_years,wr,max_dd,share_top5
1.5,2.0,240,"(420, 570)",vwap,3044,0.13575639173662726,1.1104847765779307,0.8065233908236817,-0.4162436082633728,9,10,0.6320630749014454,-170.3991096125137,0.2561659138445889
1.5,2.0,240,"(420, 570)",l1,4851,0.10710127570156903,1.2465250021699277,1.5593859682332925,-0.444898724298431,10,10,0.7262420119562977,-85.18473058752897,0.0970375498486412
1.5,2.0,240,"(450, 570)",vwap,2639,0.20303747197283453,1.169200760816685,1.1330577122151095,-0.34896252802716554,9,10,0.6403940886699507,-97.76999195437202,0.1975653088304675
1.5,2.0,240,"(450, 570)",l1,4095,0.11979780930420748,1.2826756911283528,1.6776396369934885,-0.4322021906957926,10,10,0.7264957264957265,-76.01441848548802,0.10276919584990567
1.5,2.0,240,"(480, 570)",vwap,2217,0.17809969117799654,1.1435664430498194,0.9301332183388532,-0.37390030882200354,9,10,0.6359945872801083,-79.35368927723448,0.2681003714903595
1.5,2.0,240,"(480, 570)",l1,3323,0.1216793886165014,1.2887594604566663,1.6148895061623134,-0.43032061138349864,10,10,0.7234426722840807,-52.50869500775093,0.12468619746121608
1.5,2.5,120,"(420, 570)",vwap,2968,0.20147566982503257,1.172043605710531,1.1190867572852574,-0.3505243301749675,9,10,0.6725067385444744,-189.53161462961862,0.16572994196837249
1.5,2.5,120,"(420, 570)",l1,4827,0.12967304737277738,1.3123353941415394,1.7921124868161278,-0.42232695262722264,10,10,0.7339962709757614,-84.04696587283229,0.08054502577412989
1.5,2.5,120,"(450, 570)",vwap,2571,0.2441258763356889,1.2065147954792055,1.3056274350157555,-0.3078741236643111,9,10,0.6841695838195255,-134.5691195515078,0.1468296347427556
1.5,2.5,120,"(450, 570)",l1,4082,0.13451992526725912,1.32739580640737,1.7757021125464298,-0.41748007473274096,10,10,0.7334639882410583,-75.59913224930983,0.09181341112904008
1.5,2.5,120,"(480, 570)",vwap,2175,0.2316236862105036,1.1898951577474968,1.1557614958231601,-0.32037631378949644,9,10,0.6864367816091954,-89.91772102588698,0.182931030163553
1.5,2.5,120,"(480, 570)",l1,3315,0.1344981400095928,1.3276976756780954,1.6748975725174338,-0.41750185999040723,10,10,0.730920060331825,-67.64060926046272,0.11307482635898457
1.5,2.5,180,"(420, 570)",vwap,2956,0.20820000739433622,1.170212311684939,1.0996971642971616,-0.34379999260566385,9,10,0.6904600811907984,-149.76822192132727,0.182044716743561
1.5,2.5,180,"(420, 570)",l1,4826,0.1284093280132806,1.3083301156513332,1.7664554271520778,-0.42359067198671946,10,10,0.7341483630335681,-80.53445404233003,0.081354550507153
1.5,2.5,180,"(450, 570)",vwap,2571,0.25195235210874034,1.2078324947247723,1.2926824051794625,-0.3000476478912597,10,10,0.6997277323998444,-89.41607246939759,0.16223606647646782
