level,stop_sigma,time_stop,window,target,n,gross_exp,gross_pf,gross_sharpe,net_exp,pos_years,n_years,wr,max_dd,share_top5
1.5,3.0,240,"(480, 570)",l1,3264,0.22461452945890917,1.3283100758445372,1.6209903469916909,-0.40538547054109086,10,10,0.7405024509803921,-94.55848516881815,0.08389785963300028
2.0,2.0,120,"(420, 570)",vwap,2105,0.5301864354853116,1.2667880822099995,1.8216954230303555,-0.09981356451468837,9,10,0.5980997624703088,-135.73518036493033,0.12118687132638786
2.0,2.0,120,"(420, 570)",l1,2528,0.18881827540818386,1.17007369620016,1.1093452584135122,-0.44118172459181615,8,10,0.7005537974683544,-127.5859362036449,0.16543946035000207
2.0,2.0,120,"(450, 570)",vwap,1838,0.5826308080619471,1.2888353497303633,1.8992307242528383,-0.04736919193805289,9,10,0.6082698585418934,-139.94163208429973,0.12629825019571292
2.0,2.0,120,"(450, 570)",l1,2177,0.22403906208857635,1.2034957885239816,1.2580975893569606,-0.4059609379114236,8,10,0.7064768029398254,-122.07826869461724,0.16191162297850137
2.0,2.0,120,"(480, 570)",vwap,1568,0.7174650158368236,1.351840091457826,2.202815123312715,0.08746501583682365,10,10,0.6167091836734694,-92.17456365838916,0.12518461072307574
2.0,2.0,120,"(480, 570)",l1,1819,0.3263589345036205,1.3057311402924245,1.7533209117338011,-0.3036410654963795,10,10,0.7168774051676745,-103.29915843919662,0.12957917889324666
2.0,2.0,180,"(420, 570)",vwap,2101,0.5923220581641171,1.2920331715624376,1.9937258283800625,-0.03767794183588291,9,10,0.6073298429319371,-108.89851509283062,0.10868067509185399
2.0,2.0,180,"(420, 570)",l1,2527,0.19553306524121533,1.177090819489042,1.156235850005384,-0.4344669347587847,8,10,0.701226751088247,-119.6548633241357,0.1598213337491903
2.0,2.0,180,"(450, 570)",vwap,1838,0.6203711072065552,1.3041249303526439,1.994675710981431,-0.00962889279344481,9,10,0.6164309031556039,-112.63852277429851,0.11861489149564422
2.0,2.0,180,"(450, 570)",l1,2177,0.2254448080059055,1.2050344318839852,1.265937010831761,-0.4045551919940945,8,10,0.7064768029398254,-122.07826869461724,0.16090203395765243
2.0,2.0,180,"(480, 570)",vwap,1568,0.730663447944793,1.3544267069237652,2.219319636937977,0.10066344794479298,10,10,0.6224489795918368,-92.69672561785501,0.12292332258797264
2.0,2.0,180,"(480, 570)",l1,1819,0.3263589345036205,1.3057311402924245,1.7533209117338011,-0.3036410654963795,10,10,0.7168774051676745,-103.29915843919662,0.12957917889324666
2.0,2.0,240,"(420, 570)",vwap,2101,0.5812035727936624,1.2851937787251417,1.9484974535417587,-0.04879642720633759,9,10,0.6073298429319371,-114.28711632280874,0.11075974781718441
2.0,2.0,240,"(420, 570)",l1,2527,0.19553306524121533,1.177090819489042,1.156235850005384,-0.4344669347587847,8,10,0.701226751088247,-119.6548633241357,0.1598213337491903
2.0,2.0,240,"(450, 570)",vwap,1838,0.6126837574332121,1.2996905631179787,1.9675038024035674,-0.017316242566787876,9,10,0.6164309031556039,-118.81628753589393,0.12010315383031778
