n,total_pts,expectancy_pts,median_pts,win_rate,avg_win,avg_loss,payoff,profit_factor,skew,kurtosis,worst,best,t_stat,sharpe_d,sortino_d,max_dd_pts,avg_dd_pts,longest_dd_days,recovery_factor,longest_losing_streak,share_top5,share_top1pct,pnl_wo_top10,level,stop_sigma,time_stop,window
936,-231.9918950533413,-0.24785458873220223,-2.1080577596011425,0.36217948717948717,5.195308135725956,-3.338695733776282,1.556089128807711,0.8836083997752328,1.542725047516035,4.585169810038116,-13.426171767934994,35.21791738691547,-1.506976084467391,-0.8767300237214404,-2.0230168298636935,-263.4774589242494,-144.93204080817958,740,-0.8804999714227436,12,,,-447.03874510259806,2.5,1.0,120,"(480, 570)"
1349,-320.62378755499697,-0.2376751575648606,-1.9738183152361488,0.3647146034099333,5.074156525925297,-3.2871747938275893,1.5436223639379227,0.8861869347228216,1.3280486468205503,3.752524133072452,-15.374768499386965,35.21791738691547,-1.7824362533097473,-0.8799202168547157,-1.8172351221304832,-351.8166647305759,-216.41124471619204,989,-0.9113376928876539,13,,,-535.6706376042537,2.5,1.0,180,"(420, 570)"
1145,-275.7010044997777,-0.24078690349325563,-2.030000000000091,0.3650655021834061,5.117000475819612,-3.3213304035658537,1.5406478290524446,0.8858195220686682,1.401485939870223,4.060381748883003,-14.609883818348754,35.21791738691547,-1.6393752501965138,-0.8770485357417254,-1.9061122491214084,-304.52206432722426,-178.06605270768958,867,-0.905356415171018,12,,,-490.74785454903457,2.5,1.0,180,"(450, 570)"
936,-223.07846409944887,-0.2383316924139411,-2.110094631416705,0.3611111111111111,5.257962726237853,-3.344932885564956,1.5719187517718425,0.8884758162188675,1.5380152397082194,4.477400134389263,-13.426171767934994,35.21791738691547,-1.4390394644307998,-0.8367014130909022,-1.9328869816404106,-259.86459893554763,-143.90056473738426,740,-0.8584411459399085,12,,,-438.1253141487054,2.5,1.0,180,"(480, 570)"
1349,-313.88872330074867,-0.2326825228322822,-1.9738183152361488,0.3654558932542624,5.075233417869158,-3.2896948578390703,1.5427672283267542,0.88853299481903,1.3242019146090753,3.7347057977895632,-15.374768499386965,35.21791738691547,-1.7440960539025474,-0.8609941626922232,-1.7794450749859545,-345.0816004763276,-213.84485934511758,989,-0.909607243236014,13,,,-528.9355733500054,2.5,1.0,240,"(420, 570)"
1145,-275.7010044997777,-0.24078690349325563,-2.030000000000091,0.3650655021834061,5.117000475819612,-3.3213304035658537,1.5406478290524446,0.8858195220686682,1.401485939870223,4.060381748883003,-14.609883818348754,35.21791738691547,-1.6393752501965138,-0.8770485357417254,-1.9061122491214084,-304.52206432722426,-178.06605270768958,867,-0.905356415171018,12,,,-490.74785454903457,2.5,1.0,240,"(450, 570)"
936,-223.07846409944887,-0.2383316924139411,-2.110094631416705,0.3611111111111111,5.257962726237853,-3.344932885564956,1.5719187517718425,0.8884758162188675,1.5380152397082194,4.477400134389263,-13.426171767934994,35.21791738691547,-1.4390394644307998,-0.8367014130909022,-1.9328869816404106,-259.86459893554763,-143.90056473738426,740,-0.8584411459399085,12,,,-438.1253141487054,2.5,1.0,240,"(480, 570)"
1263,-178.75383232241688,-0.14153114198132768,-1.715937519028448,0.46951702296120346,4.615110148629884,-4.351513657402894,1.0605758161366572,0.938688744729907,0.7685374263579012,2.2804478766602534,-22.74715274908056,35.21791738691547,-0.9120230946583342,-0.46289565764597,-0.8526693235394058,-284.7208874552657,-178.04076922452924,987,-0.6278212811151691,9,,,-400.912320150272,2.5,1.5,120,"(420, 570)"
1078,-97.50828187070823,-0.09045295164258649,-1.8683493235769264,0.4712430426716141,4.789966857433701,-4.44002007973163,1.0788164853802245,0.9614715343388668,0.8247882385704371,2.1097736397055638,-17.512902416466776,35.21791738691547,-0.5265395677666688,-0.28701562340439296,-0.5841354407333157,-235.2090981516045,-119.59312959702478,865,-0.4145599920962952,10,,,-316.1650866090951,2.5,1.5,120,"(450, 570)"
884,-146.8849439892586,-0.16615943890187623,-2.080660421048269,0.4649321266968326,4.9357227824697185,-4.599295999121169,1.0731474520041402,0.9324811897964095,0.846757567473934,2.1680490527955536,-17.512902416466776,35.21791738691547,-0.8514332573750566,-0.502063087877553,-1.0272211606157609,-268.8602805659377,-152.0784985666347,737,-0.5463244465864221,10,,,-361.9317940385151,2.5,1.5,120,"(480, 570)"
1262,-206.21407500357452,-0.16340259508999566,-1.920379410686114,0.4643423137876387,4.80960189472188,-4.4743206883292865,1.0749345497892302,0.9318219617995399,0.7419107381988956,1.969696212843104,-22.74715274908056,35.21791738691547,-1.0287555460509172,-0.520459107633044,-0.9844632398515969,-315.57768738884266,-197.5093173789196,987,-0.6534494777176096,9,,,-428.37256283143,2.5,1.5,180,"(420, 570)"
1078,-99.49897547005634,-0.09229960618743631,-1.8764876823166832,0.4712430426716141,4.868803608410939,-4.51377405007511,1.078654703225546,0.9613273495413638,0.7995583868891826,1.9575078601818214,-17.512902416466776,35.21791738691547,-0.5302663756986382,-0.28885559334593724,-0.5933528265198952,-224.87035949089295,-120.81786944564404,865,-0.44247261264365745,10,,,-318.1557802084432,2.5,1.5,180,"(450, 570)"
884,-146.51123209352846,-0.16573668788860685,-2.0862111375847734,0.4638009049773756,4.986741480615488,-4.622521601573583,1.0787924666307496,0.9331327243008593,0.8452686116536351,2.094776315960381,-17.512902416466776,35.21791738691547,-0.8431797660346999,-0.49696594519481757,-1.0205174597173108,-275.3237558737262,-153.77291132530266,737,-0.5321416295102465,10,,,-361.5580821427854,2.5,1.5,180,"(480, 570)"
1262,-182.17901074932604,-0.14435737777284155,-1.915308695335061,0.4659270998415214,4.820581249253861,-4.475787515297622,1.0770353223377522,0.9396094503480688,0.7341785015647558,1.9473503909551226,-22.74715274908056,35.21791738691547,-0.908233688382595,-0.4594700844893434,-0.8694889697574704,-304.5660529305076,-190.66760424635552,987,-0.5981592793957552,9,,,-404.3374985771815,2.5,1.5,240,"(420, 570)"
1078,-82.19897547005615,-0.07625136871062724,-1.8710297983680038,0.47217068645640076,4.879807923522115,-4.509703354205295,1.0820684954746962,0.9679663694140956,0.7938741202460056,1.9430412858557817,-17.512902416466776,35.21791738691547,-0.4379445720488835,-0.2385600218096183,-0.48980026880628696,-224.87035949089295,-116.29644087421542,865,-0.36553939637110267,10,,,-300.8557802084435,2.5,1.5,240,"(450, 570)"
884,-146.51123209352846,-0.16573668788860685,-2.0862111375847734,0.4638009049773756,4.986741480615488,-4.622521601573583,1.0787924666307496,0.9331327243008593,0.8452686116536351,2.094776315960381,-17.512902416466776,35.21791738691547,-0.8431797660346999,-0.49696594519481757,-1.0205174597173108,-275.3237558737262,-153.77291132530266,737,-0.5321416295102465,10,,,-361.5580821427854,2.5,1.5,240,"(480, 570)"
1222,-109.94784402626101,-0.08997368578253766,0.8475182572877838,0.5376432078559739,4.403570046173928,-5.315209494446959,0.8284847569554008,0.9633884695923864,0.2577999843037632,1.8814969799213408,-30.119536998773928,35.21791738691547,-0.5234127538135988,-0.2686686161865388,-0.4370336385009955,-266.6843864402291,-119.14182401132331,983,-0.4122770196405971,7,,,-331.83923464372555,2.5,2.0,120,"(420, 570)"
1050,7.2629099511093855,0.006917057096294653,1.0336873532470419,0.5514285714285714,4.508840884855165,-5.527295036900278,0.8157409464763682,1.0027898259231787,0.3043464929158416,1.505714128815657,-23.140536555289035,35.21791738691547,0.03652530351925461,0.020036082347064887,0.03498548304619578,-225.54598688621167,-84.11095106443983,362,0.03220145945125761,7,17.521765172920528,30.001784846613738,-210.63735176240988,2.5,2.0,120,"(450, 570)"
860,53.93974675922816,0.06272063576654437,1.1183227913712654,0.55,4.675750875528392,-5.575427435053491,0.838635410467598,1.0249988350159531,0.3980263047118732,1.490343734371784,-23.140536555289035,35.21791738691547,0.29583956035231057,0.17842386586980322,0.3457427478325642,-215.96163243344722,-79.5100209256639,311,0.24976541504820934,6,2.359280684120698,3.3866559493173147,-160.21310241309055,2.5,2.0,120,"(480, 570)"
1221,-131.24024869850027,-0.10748587116994289,0.9369835556595899,0.5446355446355446,4.538491833264709,-5.664275751473979,0.8012483912146554,0.958327662154219,0.19290340338640202,1.51970836561248,-30.119536998773928,35.21791738691547,-0.6041289076048472,-0.30837871214348,-0.5089106050173493,-294.8790586725727,-130.33900389959402,983,-0.44506466240528725,7,,,-353.13163931596563,2.5,2.0,180,"(420, 570)"
1050,-0.03875509621111917,-3.690961543916111e-05,1.1207663447397591,0.5571428571428572,4.5582377887492855,-5.7346405623968675,0.7948602426172131,0.9999854665184293,0.25242564397750444,1.3656158075036284,-23.140536555289035,35.21791738691547,-0.00019113456433035383,-0.0001047816359384014,-0.00018406102324747544,-235.69327944546126,-83.94658415922771,440,-0.0001644302132915959,7,,,-217.9390168097304,2.5,2.0,180,"(450, 570)"
860,56.57299962491075,0.06578255770338459,1.1896969703092237,0.5558139534883721,4.693542410403723,-5.724974535466149,0.8198363820358123,1.0258685618144459,0.34313952744111315,1.4283793659065838,-23.140536555289035,35.21791738691547,0.30563590807363133,0.1841874920578961,0.3512681090718658,-220.50641781255138,-75.94287400157424,311,0.25655942437468143,6,2.249465354129342,3.229020300814526,-157.57984954740795,2.5,2.0,180,"(480, 570)"
1221,-108.28113215426592,-0.0886823359166797,1.064357462545213,0.5470925470925471,4.545056896688425,-5.686038226296806,0.7993363244848465,0.9655635890703027,0.18222110323508603,1.5035431243809216,-30.119536998773928,35.21791738691547,-0.4977839813062232,-0.25418303488184407,-0.41903167730848984,-271.91994212833845,-123.30070713474096,983,-0.3982096028218397,7,,,-330.17252277173037,2.5,2.0,240,"(420, 570)"
1050,16.185297193774943,0.015414568755976136,1.1538377054384865,0.559047619047619,4.563824497497308,-5.75114402340636,0.7935507229384577,1.0060783463604206,0.24237934891486002,1.3548647178376694,-23.140536555289035,35.21791738691547,0.07973623587301643,0.043730357636044985,0.07660916084507084,-221.62510076806285,-80.4470250082753,440,0.07303007257609195,7,7.862629960502282,13.462852062878659,-201.71496451974434,2.5,2.0,240,"(450, 570)"
860,55.497051914896645,0.06453145571499609,1.2110943449121079,0.5569767441860465,4.6877643962120406,-5.747879511471576,0.8155641374973561,1.0253417896620303,0.3372546007482223,1.4227040737224588,-23.140536555289035,35.21791738691547,0.2995019401805704,0.18058053390045545,0.3435264178964613,-222.8471654659785,-76.76756348133777,310,0.24903638239621073,6,2.2930768075853396,3.2916228513712333,-158.65579725742208,2.5,2.0,240,"(480, 570)"
