n,total_pts,expectancy_pts,median_pts,win_rate,avg_win,avg_loss,payoff,profit_factor,skew,kurtosis,worst,best,t_stat,sharpe_d,sortino_d,max_dd_pts,avg_dd_pts,longest_dd_days,recovery_factor,longest_losing_streak,share_top5,share_top1pct,pnl_wo_top10,level,stop_sigma,time_stop,window
1283,-368.75599948312146,-0.28741699102347734,-1.3519999999999546,0.4528448947778644,2.8133703723843633,-2.853738156465009,0.985854419057616,0.8159279451174856,1.1388668964560305,6.643825483713943,-17.435432162365693,31.0823032457105,-2.879178650133452,-1.4645057191075213,-2.7106288647720604,-380.91427035511225,-188.72165565531105,982,-0.9680813458087156,12,,,-533.0639732042021,2.5,1.5,180,"(420, 570)"
1100,-253.743941626027,-0.23067631056911547,-1.3222221172529562,0.4572727272727273,2.8963201868973276,-2.86531490056178,1.010820900114493,0.8516631704482245,1.328393683974183,6.786182101545258,-13.205633669761802,31.0823032457105,-2.0916911506458407,-1.1370946720619466,-2.2961456134254234,-264.97791602377765,-109.15790712922885,436,-0.9576041106884428,14,,,-421.5256711867147,2.5,1.5,180,"(450, 570)"
905,-103.73144180793753,-0.11462037768832876,-1.2438852573023742,0.4685082872928177,3.0126014877250507,-2.8712566997990843,1.049227499559986,0.9248907688428983,1.4044453876713539,7.154458176357822,-13.205633669761802,31.0823032457105,-0.9226733287557731,-0.5458372231606803,-1.1425212080059948,-199.26541449130917,-82.76627188289518,371,-0.5205692220737222,11,,,-270.6649780929787,2.5,1.5,180,"(480, 570)"
1283,-375.176178787487,-0.2924210278935986,-1.3519999999999546,0.4520654715510522,2.8280355149349634,-2.866908645021004,0.9864407503344927,0.8138486987112459,1.1360092898633067,6.556326565927366,-17.435432162365693,31.0823032457105,-2.9212871096972672,-1.4852959357257953,-2.7576189767262034,-387.90080738602506,-191.86062189801953,982,-0.9671961791358838,12,,,-539.4841525085681,2.5,1.5,240,"(420, 570)"
1100,-264.06074531577906,-0.2400552230143446,-1.3396215891935772,0.45636363636363636,2.9020422883439685,-2.877735742582694,1.008446413408154,0.8465553503861092,1.3257448649231356,6.724424377235273,-13.205633669761802,31.0823032457105,-2.1716272227848115,-1.1800029338475109,-2.3816061379517133,-276.600297432334,-113.52139984733029,863,-0.9546654423984402,14,,,-431.8424748764668,2.5,1.5,240,"(450, 570)"
905,-117.11710913870951,-0.12941117031901603,-1.2520000000000455,0.46740331491712706,3.0196671525643914,-2.893021399737443,1.0437762931302348,0.9160111452159528,1.390429050814059,7.036872462527318,-13.205633669761802,31.0823032457105,-1.0373289851881362,-0.6125426485126684,-1.2752384054983292,-209.52351769052575,-86.49541553494177,371,-0.5589687994437773,11,,,-284.0506454237508,2.5,1.5,240,"(480, 570)"
1234,-216.6529404382135,-0.17556964379109685,0.19302839771298563,0.520259319286872,2.5730594813512333,-3.1563464990974746,0.8152018424108296,0.8840533493712038,0.27910107103227016,3.610865690913186,-23.063242883154295,18.14799999999982,-1.6885542841516068,-0.8525738107776147,-1.3630416220270365,-228.4585981788283,-101.87205710990267,982,-0.9483247387722589,9,,,-368.7915691447049,2.5,2.0,120,"(420, 570)"
1062,-107.85305015216679,-0.10155654439940376,0.24790752738660826,0.527306967984934,2.7106177212665914,-3.2386433746244183,0.836960852962373,0.9336615092807349,0.5195860095961243,2.670300125394447,-17.423511559682403,18.14799999999982,-0.8758689010569588,-0.4757804216002739,-0.8500476895633359,-181.91895748415558,-74.55432305290928,505,-0.5928631718415669,8,,,-263.1878064231131,2.5,2.0,120,"(450, 570)"
880,-45.56863156775388,-0.05178253587244759,0.4122875756043167,0.5363636363636364,2.799312664178927,-3.3501083555397244,0.8355886935865808,0.9666614298354563,0.49327450231651115,2.6493310886031725,-17.423511559682403,18.14799999999982,-0.3972167870259024,-0.23355215749894315,-0.4296064715675387,-160.2717540007578,-67.89765636863066,329,-0.2843210386749706,8,,,-199.6820522417571,2.5,2.0,120,"(480, 570)"
1234,-187.455323824977,-0.15190869029576742,0.2787323406149862,0.5291734197730956,2.726455408761807,-3.386971954813144,0.8049831664201728,0.9047401164756848,0.5738812586324005,5.440604083716625,-23.063242883154295,31.0823032457105,-1.3712666059866045,-0.6919015285044456,-1.1722048114820354,-232.21691798067826,-91.96529327591902,572,-0.8072423209086549,9,,,-352.52825577717886,2.5,2.0,180,"(420, 570)"
1062,-86.25318024800819,-0.08121768384934858,0.3874520990663295,0.5357815442561206,2.794457556192844,-3.4002018858453074,0.8218504812393302,0.9485454844324116,0.7656497940362514,5.1063823589547095,-17.423511559682403,31.0823032457105,-0.668215637142684,-0.3627599116489346,-0.66201318675149,-187.398803849879,-77.31257794387977,426,-0.4602653724359137,8,,,-254.5222397646652,2.5,2.0,180,"(450, 570)"
880,-25.9722572217039,-0.02951392866102716,0.4419789229886173,0.5397727272727273,2.8629815527796745,-3.4219469007211103,0.8366528282996897,0.9812594899811176,0.8449905310770429,5.634610888771155,-17.423511559682403,31.0823032457105,-0.21850702659703825,-0.12844049891663623,-0.24277907548111693,-157.61453236167716,-67.01481863988278,371,-0.1647833916869198,8,,,-193.0199811414176,2.5,2.0,180,"(480, 570)"
1234,-197.3776821896014,-0.15994949934327504,0.29179117511878117,0.5291734197730956,2.732582259063598,-3.4109361400312057,0.8011238401662361,0.9004025260388161,0.5697214117233754,5.365754138761197,-23.063242883154295,31.0823032457105,-1.4399560141580794,-0.726196527920987,-1.2390683111443541,-243.00170588055562,-96.440363338893,572,-0.8122481341205906,9,,,-362.4506141418035,2.5,2.0,240,"(420, 570)"
1062,-101.03229193726517,-0.09513398487501429,0.37369060846165025,0.5357815442561206,2.7914427858579085,-3.4267002780738642,0.814615390706703,0.9401950452578376,0.7539076845257514,5.048250423452881,-17.423511559682403,31.0823032457105,-0.7802042803183921,-0.42328743478466224,-0.7742822477480018,-197.67791553913594,-81.47107510329788,426,-0.5110954942119669,8,,,-269.30135145392194,2.5,2.0,240,"(450, 570)"
880,-37.118203553921944,-0.04217977676582039,0.4303776200778411,0.5397727272727273,2.8644737010296493,-3.451217806279026,0.8299892564932081,0.9734441897142563,0.8290644629339147,5.535649668923977,-17.423511559682403,31.0823032457105,-0.3108581782062437,-0.18257096090303185,-0.3452542717322317,-166.9846534332113,-71.18376695948133,371,-0.2222851189661513,8,,,-204.16592747363563,2.5,2.0,240,"(480, 570)"
