candidate,instrument,split,t_entry,side,mae,mfe,pnl_pts
M2-BASE,SPX500,TRAIN,2014-12-17 16:25:00+00:00,-1,9.0,2.7999999999999545,-8.443383866937666
M2-BASE,SPX500,TRAIN,2014-12-24 16:03:00+00:00,-1,0.599999999999909,1.900000000000091,1.900000000000091
M2-BASE,SPX500,TRAIN,2014-12-26 14:31:00+00:00,-1,2.300000000000182,0.0,-1.8355994661583281
M2-BASE,SPX500,TRAIN,2014-12-26 14:47:00+00:00,-1,2.899999999999636,1.1000000000003638,-2.8270375902470732
M2-BASE,SPX500,TRAIN,2014-12-31 17:05:00+00:00,1,5.800000000000182,1.400000000000091,-5.292910255745937
M2-CTX,SPX500,TRAIN,2005-01-05 14:51:00+00:00,-1,0.5,2.2000000000000455,2.1848820512318525
M2-CTX,SPX500,TRAIN,2005-01-06 18:25:00+00:00,-1,1.5,3.7000000000000455,3.022051773743442
M2-CTX,SPX500,TRAIN,2005-01-13 14:48:00+00:00,1,0.3000000000001819,2.0,1.6992110453882106
M2-CTX,SPX500,TRAIN,2005-01-14 15:35:00+00:00,-1,1.5,3.2000000000000455,2.487079927170498
M2-CTX,SPX500,TRAIN,2005-01-20 15:13:00+00:00,-1,0.7999999999999545,3.0,2.095443734750461
M2-CTX,SPX500,TRAIN,2005-01-24 18:23:00+00:00,-1,0.0,3.199999999999818,3.1483539379673857
M2-CTX,SPX500,TRAIN,2005-02-04 15:02:00+00:00,-1,3.7000000000000455,1.5,-3.6914475518062773
M2-CTX,SPX500,TRAIN,2005-02-08 15:33:00+00:00,-1,0.2999999999999545,2.7000000000000455,2.4774461580871048
M2-CTX,SPX500,TRAIN,2005-02-09 15:22:00+00:00,1,4.0,1.2999999999999545,-3.2000000000000455
M2-CTX,SPX500,TRAIN,2005-02-11 16:26:00+00:00,-1,5.0,0.20000000000004547,-3.5
M2-CTX,SPX500,TRAIN,2005-02-22 15:39:00+00:00,-1,0.7000000000000455,3.7999999999999545,3.3270306510657974
M2-CTX,SPX500,TRAIN,2005-02-24 14:47:00+00:00,1,1.5,1.2000000000000455,0.7865464123758557
M2-CTX,SPX500,TRAIN,2005-02-25 16:54:00+00:00,-1,3.800000000000182,2.0,-3.0
M2-CTX,SPX500,TRAIN,2005-03-02 16:09:00+00:00,-1,4.5,0.20000000000004547,-4.362185532952026
M2-CTX,SPX500,TRAIN,2005-03-09 17:53:00+00:00,1,5.0,4.0,-4.5
M2-CTX,SPX500,TRAIN,2005-03-11 14:38:00+00:00,1,0.2999999999999545,2.2000000000000455,2.147261069475462
M2-CTX,SPX500,TRAIN,2005-03-11 14:54:00+00:00,-1,1.5,2.2000000000000455,1.9814862562209328
M2-CTX,SPX500,TRAIN,2005-03-11 15:54:00+00:00,1,4.2999999999999545,1.0,-4.060052786504457
M2-CTX,SPX500,TRAIN,2005-03-17 15:57:00+00:00,-1,2.5,0.7999999999999545,-2.5
M2-CTX,SPX500,TRAIN,2005-03-23 17:13:00+00:00,-1,2.0,3.0,2.693265344319798
M2-CTX,SPX500,TRAIN,2005-03-30 15:10:00+00:00,-1,3.2999999999999545,1.0,-2.7267537023492423
M2-CTX,SPX500,TRAIN,2005-03-30 17:01:00+00:00,-1,4.399999999999864,2.7999999999999545,-3.3999999999998636
M2-CTX,SPX500,TRAIN,2005-03-31 17:17:00+00:00,1,0.5,2.7999999999999545,2.37942394059246
M2-CTX,SPX500,TRAIN,2005-04-05 13:36:00+00:00,-1,2.2999999999999545,0.5,-2.177534382210297
M2-CTX,SPX500,TRAIN,2005-04-13 17:26:00+00:00,1,4.2000000000000455,1.0,-3.9059044048049145
M2-CTX,SPX500,TRAIN,2005-04-14 14:32:00+00:00,1,1.0,6.0,4.373994395009959
M2-CTX,SPX500,TRAIN,2005-04-20 16:53:00+00:00,1,6.2000000000000455,0.7999999999999545,-5.988757777848832
M2-CTX,SPX500,TRAIN,2005-04-22 13:37:00+00:00,1,1.0,1.2000000000000455,1.075528505228931
M2-CTX,SPX500,TRAIN,2005-04-26 17:45:00+00:00,-1,0.0,0.5,-0.0
M2-CTX,SPX500,TRAIN,2005-04-27 17:11:00+00:00,-1,0.7000000000000455,5.0,3.5
M2-CTX,SPX500,TRAIN,2005-04-28 13:47:00+00:00,1,1.800000000000182,2.699999999999818,2.504946309805973
M2-CTX,SPX500,TRAIN,2005-05-03 13:58:00+00:00,-1,1.2000000000000455,1.2999999999999545,1.0674062612624766
M2-CTX,SPX500,TRAIN,2005-05-05 16:59:00+00:00,1,3.7999999999999545,3.7000000000000455,3.211916807286343
M2-CTX,SPX500,TRAIN,2005-05-11 14:55:00+00:00,1,4.7999999999999545,1.7000000000000455,-4.235711005234407
M2-CTX,SPX500,TRAIN,2005-05-12 14:16:00+00:00,-1,0.5,2.5,2.3601784260686145
M2-CTX,SPX500,TRAIN,2005-05-12 14:50:00+00:00,1,1.5,3.2000000000000455,2.7065780734171767
M2-CTX,SPX500,TRAIN,2005-05-16 13:44:00+00:00,-1,1.7999999999999545,1.5,1.4486251215553239
M2-CTX,SPX500,TRAIN,2005-05-23 13:58:00+00:00,-1,1.5,2.0,1.3096246121294826
M2-CTX,SPX500,TRAIN,2005-05-31 14:00:00+00:00,1,0.7000000000000455,2.5,2.354321481149782
M2-CTX,SPX500,TRAIN,2005-06-10 16:17:00+00:00,1,1.2000000000000455,5.0,4.523292316173411
M2-CTX,SPX500,TRAIN,2005-06-16 14:08:00+00:00,-1,2.5,0.7000000000000455,-1.8776646840640296
M2-CTX,SPX500,TRAIN,2005-06-22 14:51:00+00:00,1,1.7999999999999545,2.5,2.158765488044537
M2-CTX,SPX500,TRAIN,2005-06-24 14:23:00+00:00,1,0.6999999999998181,2.0,1.8043507755087376
M2-CTX,SPX500,TRAIN,2005-06-27 14:21:00+00:00,-1,1.7999999999999545,1.0,0.8197548338850993
M2-CTX,SPX500,TRAIN,2005-06-28 13:49:00+00:00,-1,2.7000000000000455,0.5,-2.5645058813320247
M2-CTX,SPX500,TRAIN,2005-07-05 14:31:00+00:00,-1,5.5,0.5,-1.7000000000000455
M2-CTX,SPX500,TRAIN,2005-07-08 16:01:00+00:00,-1,6.0,0.0,-5.548164480950845
M2-CTX,SPX500,TRAIN,2005-07-11 13:50:00+00:00,-1,0.20000000000004547,1.7999999999999545,1.5837140481785354
M2-CTX,SPX500,TRAIN,2005-07-13 14:45:00+00:00,1,0.0,2.5,2.409099190822417
M2-CTX,SPX500,TRAIN,2005-07-21 14:22:00+00:00,1,3.7000000000000455,3.7999999999999545,3.605531915738993
M2-CTX,SPX500,TRAIN,2005-08-17 16:35:00+00:00,-1,1.0,3.5,3.3261395143131267
M2-CTX,SPX500,TRAIN,2005-08-22 16:31:00+00:00,1,3.7999999999999545,2.7000000000000455,2.5
M2-CTX,SPX500,TRAIN,2005-08-25 14:33:00+00:00,-1,1.0,1.2999999999999545,1.1200043010464924
M2-CTX,SPX500,TRAIN,2005-08-30 14:45:00+00:00,1,2.0,3.0,2.786061264912405
M2-CTX,SPX500,TRAIN,2005-08-31 15:24:00+00:00,-1,0.20000000000004547,4.5,4.116076647447471
M2-CTX,SPX500,TRAIN,2005-09-01 13:42:00+00:00,-1,1.5,1.7000000000000455,1.2221036090545567
M2-CTX,SPX500,TRAIN,2005-09-01 15:40:00+00:00,-1,2.5,4.0,3.909808394784932
M2-CTX,SPX500,TRAIN,2005-09-06 14:28:00+00:00,-1,2.5,1.7000000000000455,-1.0
M2-CTX,SPX500,TRAIN,2005-09-09 16:02:00+00:00,-1,2.2000000000000455,1.0,-0.7999999999999545
M2-CTX,SPX500,TRAIN,2005-09-19 14:10:00+00:00,1,2.0,2.0,-1.9439997146723726
M2-CTX,SPX500,TRAIN,2005-09-22 13:44:00+00:00,1,0.7999999999999545,2.0,1.6186734765160509
M2-CTX,SPX500,TRAIN,2005-09-27 13:40:00+00:00,1,0.20000000000004547,1.2999999999999545,1.0550462087842334
M2-CTX,SPX500,TRAIN,2005-09-27 14:40:00+00:00,1,1.5,2.0,1.8075204855410902
